item_id,order_id,product_id,quantity,unit_price,discount_percent
92,31,67,4,42.01,88.24
93,31,100,5,892.19,5.18
94,31,63,5,92.03,19.46
95,32,67,2,50.71,41.29
96,32,4,-3,264.23,11.94
97,33,149,2,132.67,55.05
98,33,70,1,45.74,10.78
99,33,104,5,600.67,22.25
100,34,74,5,85.35,9.94
101,34,1,2,332.87,7.17
102,34,39,4,222.04,4.45
103,34,101,1,201.23,61.98
104,35,36,4,982.96,15.73
105,35,142,3,123.23,86.63
106,35,85,1,467.11,4.38
107,35,28,4,370.62,56.16
108,35,141,4,461.24,87.9
109,36,52,4,277.75,2.94
110,36,33,5,865.99,73.54
111,37,84,1,572.32,3.55
112,37,58,4,699.74,63.4
113,37,67,1,42.9,23.66
114,37,80,2,222.91,16.91
115,38,61,1,702.42,3.38
116,38,90,1,1087.0,45.88
117,38,143,4,508.67,39.2
118,39,100,3,1125.38,12.43
119,39,90,4,1148.0,17.13
120,39,103,5,393.28,1.61
121,39,40,1,99.38,0.73
122,40,131,5,493.59,2.91
123,41,81,3,177.27,17.57
124,41,70,5,29.85,8.69
125,42,65,2,25.53,13.82
126,42,92,1,339.39,71.03
127,42,42,2,897.82,14.68
128,42,66,4,662.58,67.72
129,43,129,3,313.69,0.46
130,43,46,3,1082.77,84.67
131,43,17,1,157.64,87.82
132,44,51,2,488.99,70.82
133,44,72,5,647.99,0.08
134,44,22,4,277.47,12.84
135,45,99,2,164.09,16.56
136,45,14,1,386.86,0.65
137,45,15,-3,441.17,2.34
138,45,52,4,441.43,9.33
139,45,42,4,621.81,17.69
140,46,40,5,99.89,12.72
141,46,91,3,314.3,12.57
142,46,14,4,473.49,3.31
143,46,130,4,367.35,13.52
144,47,134,5,191.65,9.36
145,47,1,1,324.11,10.24
146,47,121,4,170.66,89.38
147,47,36,5,834.89,9.62
148,48,138,3,915.32,87.83
149,49,28,-5,485.4,17.34
150,49,2,1,594.58,86.81
151,49,47,2,612.95,3.72
152,49,74,1,87.98,99.33
153,49,141,4,644.49,5.19
154,50,6,5,180.14,84.97
155,50,100,3,969.34,18.87
156,50,114,1,159.36,17.89
157,50,92,4,212.11,0.19
158,51,94,5,455.21,3.13
159,51,12,1,556.7,11.56
160,52,139,1,172.72,14.77
161,52,75,1,194.99,4.57
162,52,129,3,374.72,14.39
163,53,100,5,1059.46,55.0
164,53,75,3,113.09,76.11
165,53,104,4,652.86,9.81
166,53,63,5,84.13,2.45
167,53,60,5,381.18,18.29
168,54,36,1,967.19,6.59
169,55,35,3,200.91,1.97
170,56,67,1,66.51,9.24
171,56,40,4,63.59,29.27
172,56,97,3,822.92,9.25
173,57,10,1,42.0,82.69
174,57,92,3,269.28,65.23
175,58,59,3,522.85,15.53
176,58,124,3,433.56,10.07
177,58,16,4,869.45,3.24
178,58,56,3,765.29,10.56
179,58,26,4,80.53,6.01
180,59,115,3,722.39,17.85
181,60,37,2,106.48,54.85
182,60,123,4,13.17,60.37
183,61,136,4,222.24,13.44
184,61,111,3,458.5,19.87
185,62,60,3,292.36,13.75
186,62,46,5,1030.47,11.55
187,62,15,3,370.05,19.03
188,62,86,3,450.38,6.43
189,62,95,4,687.96,10.0
190,63,89,1,688.95,4.82
191,63,66,3,619.14,21.01
192,63,41,2,307.32,5.96
193,64,45,1,655.38,16.6
194,64,38,4,903.11,49.18
195,65,43,5,547.32,83.71
196,65,15,5,289.96,18.8
197,65,76,5,562.1,16.13
198,65,41,2,365.52,19.68
199,66,4,1,207.24,17.37
200,66,25,1,85.43,1.61
201,66,69,4,476.43,34.24
202,66,48,-1,725.03,18.47
203,66,102,2,704.18,57.76
204,67,113,3,469.05,4.83
205,68,2,3,637.47,34.98
206,68,139,5,222.45,4.38
207,68,57,2,132.63,75.81
208,68,145,1,229.85,16.44
209,68,9,1,143.71,16.34
210,69,33,4,739.48,16.48
211,70,43,5,591.44,12.53
212,70,142,4,135.07,10.92
213,70,78,1,26.91,7.27
214,70,92,1,229.9,13.3
215,71,145,2,310.26,77.16
216,72,77,5,213.25,22.52
217,72,61,3,910.29,17.33
218,72,9,2,149.85,80.96
219,73,89,2,855.04,79.62
220,73,16,1,648.66,10.09
221,73,30,5,473.64,12.48
222,74,50,2,159.99,42.68
223,74,42,-5,611.38,14.81
224,75,32,3,48.89,87.97
225,75,33,3,883.34,18.15
226,76,35,4,139.29,6.18
227,76,15,2,253.14,18.23
228,76,31,3,91.21,18.03
229,76,37,1,87.72,44.63
230,76,63,1,70.39,40.08
231,77,71,5,464.17,7.66
232,77,122,2,438.31,8.51
233,77,82,2,476.51,3.17
234,77,39,5,316.09,2.75
235,78,49,1,337.46,17.2
236,79,3,2,165.71,5.99
237,79,82,1,687.32,18.35
238,79,25,2,57.28,2.54
239,80,34,2,167.67,79.79
240,80,40,5,108.15,14.72
241,80,24,3,301.35,0.83
242,81,98,2,820.6,8.6
243,81,148,5,627.84,46.73
244,81,51,3,751.01,88.34
245,81,54,5,1007.05,10.55
246,82,139,3,281.58,9.56
247,82,44,2,80.22,7.96
248,83,150,2,715.5,6.38
249,83,44,5,107.45,3.45
250,84,3,4,175.18,6.0
251,84,28,4,425.92,17.62
252,84,137,1,205.78,16.25
253,85,23,5,296.46,70.22
254,85,74,2,114.29,2.69
255,85,146,3,630.72,16.56
256,86,149,2,93.52,5.7
257,87,5,5,58.0,1.69
258,88,63,5,76.57,29.79
259,88,95,1,883.22,85.22
260,89,108,5,278.23,0.75
261,90,72,1,552.25,2.6
262,90,103,5,513.18,0.29
263,90,29,4,320.06,9.01
264,90,108,2,440.11,4.11
265,91,106,-5,79.25,19.3
266,91,30,2,622.71,5.52
267,92,30,4,603.0,7.24
268,92,51,1,553.26,15.8
269,92,118,2,1010.67,27.74
270,93,18,5,587.14,16.72
271,93,122,5,404.77,69.73
272,93,84,2,381.84,30.77
273,93,88,1,723.2,26.87
274,94,86,4,584.03,3.31
275,94,51,5,534.05,84.21
276,94,129,5,310.15,46.76
277,94,100,4,989.46,65.28
278,95,87,3,991.47,14.84
279,96,45,2,498.97,0.32
280,96,24,5,302.87,1.55
281,96,101,1,255.85,12.7
282,97,76,5,1050.6,5.52
283,98,14,4,640.58,7.03
284,98,102,4,1017.67,87.68
285,98,97,4,726.1,19.29
286,98,22,3,445.0,37.28
287,99,147,2,145.23,77.71
288,99,9,1,185.21,16.75
289,99,16,3,1020.33,15.06
290,99,39,3,315.62,24.8
291,99,116,4,152.6,2.7
292,100,113,1,410.1,73.49
293,100,55,4,380.37,15.52
294,100,6,5,155.97,8.62
295,100,104,3,855.43,0.93
296,101,53,2,261.83,17.37
297,101,147,4,181.15,84.38
298,101,107,3,1011.39,12.74
299,101,78,2,34.25,1.17
300,102,109,-4,659.61,15.25
301,102,20,2,474.68,17.93
302,102,140,-2,727.21,3.55
303,102,103,5,332.33,16.33
304,102,114,4,105.41,70.24
305,103,60,1,434.03,6.16
306,103,119,4,14.69,20.62
307,104,138,5,846.14,35.88
308,104,61,4,683.9,11.98
309,104,23,3,515.28,0.04
310,104,84,5,449.68,5.43
311,104,78,5,32.71,78.63
312,105,38,1,927.04,8.29
313,106,2,3,933.05,17.27
314,106,99,1,163.81,5.05
315,106,97,2,880.39,1.86
316,106,70,-4,44.88,5.44
317,106,57,2,128.36,44.63
318,107,53,5,164.01,17.32
319,108,117,2,755.55,8.29
320,109,76,3,945.56,85.07
321,109,77,5,204.91,6.78
322,110,48,1,794.54,2.25
323,110,120,4,676.39,47.22
324,110,71,1,444.63,16.81
325,110,23,1,416.92,16.09
326,110,20,4,365.17,5.29
327,111,56,2,712.19,10.44
328,111,84,4,552.63,1.1
329,111,98,2,677.97,7.48
330,112,5,4,72.49,55.13
331,112,150,4,547.36,14.08
332,112,24,4,281.43,2.64
333,112,40,2,84.16,76.49
334,113,11,4,333.6,14.0
335,113,91,3,300.05,1.63
336,113,57,4,163.96,87.72
337,114,140,4,477.94,18.78
338,114,38,2,1246.06,4.62
339,114,31,4,99.98,12.5
340,114,91,3,268.86,58.15
341,114,146,4,646.23,13.33
342,115,35,2,183.5,3.32
343,115,13,5,178.32,7.96
344,116,146,3,460.08,18.17
345,116,150,2,614.63,15.82
346,116,105,2,738.26,14.7
347,116,46,4,910.49,9.91
348,117,48,3,848.45,94.75
349,117,96,5,303.63,20.01
350,117,112,2,1073.54,3.1
351,117,4,1,201.59,5.79
352,117,78,4,36.07,61.69
353,118,79,2,21.84,14.62
354,119,19,5,800.9,63.56
355,119,56,2,460.89,8.7
356,119,77,4,177.8,13.34
357,119,31,3,105.36,19.39
358,119,5,1,80.22,83.17
359,120,146,4,476.19,2.05
360,121,144,5,259.14,10.9
361,121,103,1,494.85,8.05
362,121,33,1,562.59,4.92
363,122,115,4,701.3,11.44
364,123,40,3,90.82,16.34
365,123,75,1,178.81,12.37
366,123,2,1,520.09,9.92
367,123,80,1,171.99,1.24
368,124,23,3,519.02,11.68
369,124,148,5,397.14,4.2
370,124,46,3,1008.12,17.04
371,124,12,4,447.74,15.59
372,125,111,2,532.26,1.31
373,125,7,1,367.01,6.43
374,125,114,5,101.15,0.68
375,125,137,5,206.02,1.8
376,126,43,1,508.22,19.43
377,126,138,1,782.29,0.03
378,127,140,4,482.18,12.38
379,127,21,2,101.36,39.84
380,127,25,4,46.28,58.78
381,128,80,3,130.71,1.84
382,129,140,5,397.35,38.26
383,129,39,1,210.42,16.42
384,130,103,2,421.35,69.78
385,130,72,4,484.34,12.01
386,130,6,2,144.84,4.0
387,130,114,5,181.23,85.0
388,130,137,5,210.99,16.81
389,131,11,1,418.48,67.95
390,131,130,5,215.36,16.45
391,131,143,3,645.27,19.97
392,131,124,2,431.15,1.92
393,132,71,4,358.86,2.23
394,132,142,1,103.1,13.67
395,132,87,2,638.93,90.5
396,132,144,4,199.87,71.12
397,132,13,1,286.4,13.58
398,133,51,1,504.48,16.46
399,133,21,2,99.81,15.85
400,134,105,5,829.55,23.21
401,134,34,-4,108.28,0.33
402,134,47,5,940.99,90.68
403,134,64,1,122.42,7.87
404,135,102,4,1007.22,2.59
405,136,23,1,526.13,11.85
406,136,110,1,666.08,2.88
407,136,69,1,409.02,13.77
408,136,3,4,257.63,13.92
409,136,140,1,594.8,19.38
410,137,13,5,222.68,96.7
411,138,127,3,289.9,2.74
412,138,76,5,1053.93,28.53
413,138,83,5,302.56,12.61
414,139,141,3,675.14,5.67
415,140,85,2,686.05,2.99
416,140,102,4,598.08,7.6
417,140,104,4,576.52,2.79
418,141,109,2,941.94,8.12
419,141,8,3,799.34,50.4
420,141,115,-3,1207.43,1.36
421,141,3,1,210.9,6.32
422,141,76,5,784.72,12.89
423,142,78,3,24.92,1.13
424,142,20,3,518.7,1.94
425,142,54,4,898.16,9.2
426,143,21,3,116.11,4.3
427,143,135,1,28.43,32.23
428,143,148,3,530.05,7.92
429,143,137,3,188.29,18.57
430,143,102,4,1016.87,1.77
431,144,63,2,49.87,9.78
432,144,2,2,841.55,9.58
433,144,26,2,82.08,8.1
434,145,11,3,329.67,39.48
435,145,48,4,769.79,13.05
436,145,144,4,199.36,93.31
437,146,58,2,526.36,18.24
438,146,137,3,188.51,42.33
439,147,59,3,309.76,9.89
440,147,45,5,571.43,0.18
441,148,85,2,808.35,92.6
442,148,83,5,456.98,4.03
443,148,22,1,251.93,7.87
444,148,69,2,313.55,77.35
445,149,39,2,204.88,88.67
446,149,33,1,981.36,5.97
447,149,127,4,152.58,1.05
448,149,116,1,129.19,12.48
449,150,35,1,187.35,5.95
450,150,74,4,80.79,17.37
451,150,22,3,359.89,8.4
452,151,146,1,606.84,40.48
453,151,1,3,368.66,18.88
454,151,111,3,581.37,5.65
455,152,69,2,499.12,11.41
456,152,81,5,299.67,16.84
457,152,125,1,610.93,10.12
458,152,54,5,1062.63,0.28
459,153,54,4,743.56,74.53
460,153,37,3,103.86,10.08
461,153,107,5,935.85,16.11
462,154,27,3,414.56,5.03
463,155,19,4,771.09,18.38
464,156,36,5,868.66,9.95
465,156,50,2,154.24,14.93
466,157,17,2,160.54,10.92
467,157,132,3,928.54,5.8
468,157,129,1,275.7,73.13
469,157,135,3,28.8,6.12
470,158,138,4,813.36,15.94
471,158,70,5,32.0,62.09
472,158,101,2,236.79,1.01
473,158,7,5,405.93,7.68
474,158,84,1,418.53,6.37
475,159,130,5,371.82,15.03
476,159,105,4,815.99,3.44
477,159,72,3,386.19,52.38
478,159,85,4,772.29,5.82
479,160,92,4,263.52,3.08
480,161,78,5,30.37,0.1
481,161,67,2,46.3,10.69
482,161,18,5,715.81,16.41
483,162,17,2,185.86,62.22
484,163,40,1,72.51,6.66
485,163,55,5,346.93,98.31
486,163,132,3,976.25,66.8
487,164,150,1,701.31,9.7
488,165,125,1,589.09,5.41
489,165,35,-3,217.14,7.08
490,165,70,4,33.4,19.67
491,165,87,4,999.82,11.46
492,165,40,3,96.23,10.97
493,166,111,5,382.28,87.19
494,166,1,2,440.59,10.61
495,167,86,1,548.13,3.07
496,167,134,5,189.95,9.42
497,168,112,1,832.41,5.35
498,168,118,5,1068.66,50.09
499,168,93,2,1038.92,12.83
500,168,94,5,464.84,57.06
501,168,30,2,433.31,0.62
502,169,141,4,757.69,51.64
503,169,97,4,565.97,40.29
504,169,72,2,617.22,13.63
505,170,24,2,223.9,38.15
506,170,136,3,216.42,10.98
507,170,120,4,700.52,46.02
508,171,57,5,136.11,19.61
509,171,122,2,381.9,1.13
510,172,81,5,212.65,8.93
511,172,70,3,27.87,8.41
512,172,139,2,264.82,81.85
513,172,115,5,1011.6,45.24
514,173,119,5,10.1,1.16
515,173,132,3,849.94,14.24
516,174,43,5,599.89,10.5
517,174,104,1,859.81,3.02
518,174,141,1,498.2,15.73
519,174,54,3,981.52,16.15
520,175,40,5,92.68,13.11
521,176,131,1,545.72,18.31
522,177,10,2,59.15,55.48
523,177,31,5,104.56,90.53
524,177,13,4,256.66,9.08
525,177,117,3,528.49,9.2
526,178,106,4,64.74,4.72
527,178,133,2,1149.51,17.6
528,178,58,3,663.08,84.42
529,178,49,1,424.22,10.5
530,178,87,2,928.1,5.6
531,179,80,5,176.46,7.63
532,180,79,1,19.57,15.05
533,181,83,5,534.5,62.78
534,181,13,5,247.89,11.66
535,182,116,2,119.81,16.09
536,182,115,3,894.33,41.2
537,182,138,3,528.02,4.64
538,182,14,4,677.33,1.33
539,183,35,4,172.76,11.9
540,183,82,4,622.33,3.2
541,184,113,4,514.1,4.17
542,184,60,5,513.46,7.37
543,185,42,4,1067.38,1.38
544,185,59,3,410.99,15.94
545,185,45,-4,708.24,79.47
546,186,66,5,724.59,8.23
547,186,100,3,993.16,12.2
548,186,46,4,603.32,16.16
549,186,32,5,46.54,11.04
550,187,26,4,93.26,14.1
551,187,59,5,326.26,8.99
552,187,77,-2,215.71,2.51
553,188,74,4,122.07,19.38
554,188,62,5,893.24,14.14
555,188,52,5,475.95,9.05
556,188,8,4,880.06,19.05
557,189,36,4,971.78,81.13
558,190,35,2,132.28,4.4
559,191,140,5,467.87,7.16
560,191,11,1,388.03,1.44
561,191,19,3,689.5,5.49
562,191,54,-2,697.59,7.01
563,191,113,4,500.59,6.14
564,192,14,2,486.42,58.46
565,192,29,4,503.46,7.12
566,192,141,2,618.66,17.02
567,192,99,1,190.83,21.63
568,193,83,2,493.58,5.42
569,193,1,3,420.32,2.81
570,193,46,5,728.71,46.88
571,193,86,2,405.96,5.52
572,193,88,1,569.03,11.61
573,194,39,3,283.34,10.52
574,194,92,3,237.97,68.82
575,195,4,4,286.06,1.9
576,195,150,5,694.21,1.2
577,195,83,5,403.04,31.2
578,196,22,4,366.35,10.39
579,196,84,4,524.34,45.61
580,196,24,4,278.48,6.02
581,196,17,4,239.53,10.96
582,196,65,2,45.16,13.13
583,197,19,2,907.93,40.42
584,197,96,2,182.13,8.63
585,198,86,2,442.02,1.92
586,198,5,1,74.47,2.06
587,198,84,3,507.65,0.38
588,199,109,2,990.61,3.15
589,199,64,5,105.09,0.94
590,199,53,1,173.45,12.28
591,199,133,1,715.58,53.42
592,200,58,2,803.51,10.34
593,200,148,1,582.55,73.29
594,201,86,2,490.08,5.97
595,201,106,5,90.1,3.47
596,201,73,4,761.76,74.54
597,202,92,2,249.54,12.74
598,202,64,5,134.65,40.48
599,202,112,3,923.57,19.64
600,202,117,3,771.5,48.79
601,202,122,2,356.9,63.96
602,203,107,1,706.87,7.39
603,204,104,2,666.95,19.85
604,204,149,4,111.89,4.67
605,205,144,4,155.04,15.32
606,205,149,3,135.02,20.25
607,206,127,1,174.09,12.9
608,206,39,2,291.03,4.49
609,206,77,3,192.44,14.98
610,206,27,5,279.48,7.87
611,207,38,5,1119.37,9.62
612,207,76,5,600.96,15.63
613,207,145,4,216.6,49.71
614,207,121,2,121.23,3.32
615,207,61,1,903.99,61.35
616,208,142,3,123.93,97.92
617,208,5,4,93.5,5.96
618,208,143,4,419.57,16.77
619,208,36,2,715.7,6.89
620,209,53,5,285.99,17.99
621,209,49,-4,560.6,84.65
622,209,28,1,423.52,18.22
623,209,118,5,913.86,9.03
624,210,106,5,77.2,12.0
625,211,27,1,315.67,11.42
626,212,103,2,471.61,58.51
627,213,50,3,222.57,91.76
628,214,124,3,256.97,15.94
629,214,53,1,299.88,9.87
630,214,71,1,562.92,1.82
631,214,137,3,176.77,13.26
632,215,7,3,359.64,17.87
633,216,39,4,308.26,8.08
634,217,9,2,139.48,18.69
635,217,19,3,999.95,4.19
636,217,11,4,285.16,19.69
637,217,64,5,102.43,7.64
638,217,75,4,121.49,1.73
639,218,30,3,695.68,19.93
640,218,53,4,257.8,97.06
641,218,35,1,149.2,84.04
642,218,26,3,88.85,18.68
643,219,55,4,368.53,7.61
644,220,49,1,330.01,6.03
645,220,19,4,611.41,5.73
646,220,62,2,593.55,4.79
647,220,142,1,149.82,5.14
648,221,111,3,406.96,3.51
649,221,48,3,1042.68,63.3
650,221,100,1,1098.52,10.86
651,221,18,3,617.64,7.18
652,221,105,3,903.89,11.96
653,222,8,5,880.25,6.81
654,223,90,5,818.21,99.05
655,223,103,1,439.62,2.67
656,223,54,4,781.47,87.4
657,223,94,1,286.96,13.08
658,224,29,4,405.57,8.42
659,224,57,1,160.56,15.56
660,224,2,1,515.67,16.25
661,225,139,5,193.33,3.37
662,225,16,1,596.98,13.19
663,225,70,2,39.51,55.61
664,225,26,5,86.35,3.11
665,226,92,3,215.7,11.08
666,226,77,1,168.92,2.04
667,227,64,1,165.31,6.29
668,228,114,5,146.76,0.15
669,228,38,3,718.65,13.3
670,228,43,5,776.21,9.29
671,229,8,1,821.28,30.01
672,229,33,3,638.38,33.29
673,230,131,3,432.01,16.0
674,230,25,2,69.63,64.16
675,231,58,5,803.85,13.47
676,231,6,5,169.49,14.59
677,231,99,5,249.76,5.01
678,231,57,2,163.52,11.51
679,231,89,3,674.86,18.3
680,232,147,3,111.09,0.01
681,232,79,4,18.61,29.8
682,232,6,5,171.78,0.3
683,233,13,4,226.99,75.61
684,234,114,2,133.81,22.27
685,234,12,1,451.74,1.17
686,234,22,1,361.18,72.29
687,235,42,4,1070.21,80.27
688,235,102,5,719.02,74.39
689,235,76,2,667.56,15.34
690,235,69,4,433.47,14.4
691,235,78,4,30.16,6.76
692,236,73,4,829.09,3.24
693,236,150,4,420.99,4.26
694,236,8,5,797.23,5.82
695,236,99,2,266.73,10.76
696,237,135,3,19.16,12.1
697,237,100,5,916.59,1.98
698,238,41,-1,297.7,15.38
699,238,36,3,859.57,18.0
700,238,34,2,145.83,0.1
701,239,33,2,579.9,15.69
702,239,91,5,300.27,0.15
703,240,12,5,370.0,12.86
704,240,108,5,296.86,1.7
705,241,1,1,271.97,6.83
706,242,97,3,647.64,5.62
707,243,17,3,135.3,19.95
708,243,132,2,698.96,77.96
709,243,95,2,530.05,96.24
710,243,91,4,249.55,15.37
711,244,85,3,784.33,15.65
712,244,97,3,899.79,13.55
713,244,75,1,205.88,19.48
714,245,108,4,392.65,1.34
715,245,110,-5,438.5,70.03
716,245,88,5,444.52,15.94
717,245,15,2,267.79,11.39
718,246,141,4,676.47,24.61
719,246,114,4,105.68,3.11
720,246,7,4,393.25,5.69
721,246,99,4,180.06,1.66
722,247,80,-1,220.18,83.02
723,247,50,2,179.01,18.16
724,248,63,3,68.39,12.53
725,248,19,4,860.19,47.87
726,249,67,4,53.91,17.65
727,249,27,2,504.48,9.42
728,249,126,1,774.3,3.27
729,249,142,3,94.78,15.86
730,249,52,3,276.53,18.31
731,250,81,2,245.15,13.45
732,250,89,4,700.04,5.2
733,250,57,3,143.5,27.87
734,251,74,2,83.46,11.57
735,251,95,4,612.71,6.68
736,251,31,1,103.13,15.01
737,251,6,4,128.26,14.79
738,251,79,5,17.19,5.15
739,252,36,3,739.27,7.42
740,252,19,-2,948.85,49.34
741,252,34,1,128.24,9.85
742,253,119,1,13.57,64.97
743,253,36,1,669.02,16.82
744,253,96,2,297.39,64.51
745,253,30,1,695.77,5.39
746,253,134,4,163.36,8.91
747,254,51,5,554.86,6.74
748,254,105,2,631.24,0.98
749,254,57,5,118.05,2.53
750,254,36,5,625.71,4.25
751,255,148,5,523.25,14.8
752,255,98,2,718.67,12.8
753,255,6,3,200.52,11.99
754,255,131,-3,630.27,71.52
755,256,30,2,465.58,17.34
756,257,56,3,567.64,34.5
757,257,96,1,260.05,95.17
758,257,13,5,253.36,0.71
759,257,1,1,245.66,24.2
760,257,20,4,564.9,13.74
761,258,49,2,459.5,7.05
762,258,134,1,177.52,92.22
763,258,27,3,368.98,9.74
764,259,141,5,441.74,15.81
765,259,68,4,334.25,11.18
766,259,10,4,67.5,2.13
767,259,24,4,244.92,19.56
768,260,22,4,432.39,7.12
769,261,52,1,434.65,6.66
770,261,51,2,535.96,64.36
771,261,41,3,300.64,3.0
772,261,106,3,120.16,11.57
773,261,17,5,155.31,40.02
774,262,25,4,60.44,68.13
775,262,120,3,700.93,9.7
776,263,2,-5,675.84,82.57
777,263,52,4,364.87,12.95
778,264,82,1,535.83,51.79
779,264,18,4,458.18,80.38
780,264,95,2,879.63,91.61
781,265,33,2,979.04,9.38
782,265,3,1,168.58,5.85
783,265,117,4,813.57,3.97
784,265,58,1,508.61,2.93
785,266,37,3,64.33,29.03
786,267,14,4,642.42,8.94
787,267,90,5,1137.28,18.07
788,268,149,4,87.86,12.2
789,269,103,1,482.91,7.55
790,269,104,2,666.47,1.75
791,269,117,2,583.44,5.63
792,270,98,4,837.89,3.65
793,270,94,5,285.22,98.41
794,271,118,-3,924.56,5.01
795,272,86,5,422.98,6.58
796,273,12,2,491.03,3.27
797,274,90,4,1182.06,17.27
798,274,144,2,166.99,50.04
799,274,147,4,173.01,2.16
800,274,54,4,890.95,7.69
801,275,106,-2,69.37,9.9
802,275,100,4,820.32,51.84
803,275,73,5,713.26,11.84
804,275,62,4,865.49,3.94
805,275,40,2,63.7,0.99
806,276,97,1,728.78,4.17
807,276,5,1,74.31,14.59
808,276,82,2,889.52,8.42
809,277,98,1,976.72,3.77
810,277,52,5,403.12,44.34
811,278,1,3,415.73,0.9
812,279,60,5,493.64,1.01
813,279,86,1,708.77,12.67
814,279,72,1,470.14,3.41
815,279,17,1,198.77,2.81
816,279,140,4,575.23,19.68
817,280,78,2,20.73,19.96
818,280,118,3,1044.53,13.49
819,280,66,1,978.82,18.6
820,280,1,5,340.66,1.89
821,280,89,1,755.08,42.22
822,281,122,3,425.15,2.08
823,281,105,4,888.11,10.18
824,282,102,2,786.0,54.47
825,282,33,3,533.42,7.93
826,282,136,2,202.85,11.84
827,282,139,4,239.81,13.82
828,283,146,2,482.32,18.99
829,284,44,5,128.15,19.35
830,284,48,-3,877.77,31.8
831,284,141,2,554.59,9.61
832,285,112,4,762.92,83.86
833,285,83,3,526.54,6.34
834,286,75,4,122.57,7.75
835,287,142,2,125.16,7.05
836,287,150,1,594.92,12.97
837,287,49,3,473.72,87.3
838,287,147,1,95.15,5.24
839,288,47,4,981.27,12.85
840,288,134,5,133.0,73.11
841,288,115,1,679.56,16.71
842,288,144,3,160.62,0.46
843,288,126,5,582.59,3.24
844,289,105,5,624.76,4.18
845,289,54,4,928.02,13.61
846,290,45,5,545.13,94.52
847,290,99,3,286.87,6.53
848,290,109,1,967.01,6.1
849,291,95,5,863.05,7.24
850,291,105,3,740.27,1.31
851,291,127,4,277.94,13.25
852,291,66,5,645.03,5.35
853,291,13,3,241.98,13.23
854,292,141,4,512.16,16.6
855,292,110,2,436.43,16.23
856,292,41,5,310.43,18.02
857,293,63,5,73.95,12.98
858,293,41,4,415.44,17.33
859,293,105,1,1049.69,6.38
860,294,93,1,907.48,8.02
861,295,3,3,175.77,12.07
862,295,14,1,591.93,18.29
863,296,37,1,69.63,1.27
864,296,81,5,323.7,3.85
865,296,70,1,33.41,13.16
866,296,89,1,575.48,17.69
867,297,119,2,16.78,12.41
