order_id,customer_id,order_date,status,region_code
52,199,2025-03-17 11:52:12,RETURNED,NORTH
53,178,2026-02-22 22:52:29,DELIVERED,WEST
54,271,2024-11-10 00:36:57,CANCELLED,NORTH
55,159,2024-09-01 00:32:47,DELIVERED,NORTH
56,309,2025-08-17 00:31:56,DELIVERED,NORTH
57,326,2025-09-13 02:04:26,SHIPPED,NORTH
58,164,2025-06-20 01:31:13,DELIVERED,EAST
59,219,2025-12-29 05:27:03,DELIVERED,SOUTH
60,544,2025-08-04 19:58:46,CANCELLED,NORTH
61,355,2025-07-13 03:50:22,DELIVERED,CENTRAL
62,41,2026-01-13 03:40:46,DELIVERED,NORTH
63,554,2026-02-14 07:53:00,RETURNED,EAST
64,521,2025-07-13 01:46:57,SHIPPED,SOUTH
65,85,2024-10-14 12:45:27,RETURNED,CENTRAL
66,68,2025-01-11 17:15:05,DELIVERED,WEST
67,211,2025-09-22 16:27:54,CANCELLED,WEST
68,74,2026-03-04 03:03:14,PLACED,EAST
69,,26-09-2024,DELIVERED,CENTRAL
70,234,2026-07-09 14:01:14,DELIVERED,WEST
71,18,2025-05-30 12:50:27,DELIVERED,CENTRAL
72,600,2024-09-05 08:29:44,PLACED,CENTRAL
73,309,2025-11-15 03:12:24,DELIVERED,WEST
74,32,2025-08-04 03:46:14,SHIPPED,WEST
75,559,2025-03-18 02:47:49,PLACED,EAST
76,12,2025-10-04 22:26:19,PLACED,NORTH
77,,2025-11-07 10:27:11,DELIVERED,NORTH
78,353,2025-01-12 11:03:45,DELIVERED,CENTRAL
79,189,2025-01-19 11:47:09,SHIPPED,NORTH
80,581,24-05-2026,DELIVERED,CENTRAL
81,563,2024-09-26 19:30:49,PLACED,NORTH
82,595,2025-08-14 09:53:14,DELIVERED,SOUTH
83,72,2026-07-01 03:25:36,DELIVERED,EAST
84,314,2026-01-21 14:59:47,DELIVERED,EAST
85,439,09-12-2024,SHIPPED,SOUTH
86,447,2025-03-03 21:41:09,PLACED,EAST
87,474,2025-07-12 22:04:27,DELIVERED,CENTRAL
88,84,2026-05-16 20:09:31,CANCELLED,CENTRAL
89,79,17-02-2026,PLACED,CENTRAL
90,596,2025-10-24 15:29:34,DELIVERED,NORTH
91,557,2026-06-26 09:06:20,DELIVERED,SOUTH
92,229,2026-06-24 09:36:00,DELIVERED,EAST
93,514,2025-09-01 10:46:09,DELIVERED,NORTH
94,170,2026-03-12 03:20:39,DELIVERED,SOUTH
95,580,2025-12-26 04:21:17,PLACED,WEST
96,42,2025-01-17 23:05:02,SHIPPED,EAST
97,44,2026-01-02 07:20:20,RETURNED,EAST
98,466,16-06-2026,RETURNED,EAST
99,534,2025-12-06 02:32:40,CANCELLED,EAST
100,584,2024-12-14 00:47:43,DELIVERED,CENTRAL
101,80,2025-09-06 07:17:40,RETURNED,SOUTH
102,362,2026-04-27 18:23:50,DELIVERED,WEST
103,7,2025-08-25 18:55:09,DELIVERED,SOUTH
104,288,2025-01-12 06:57:52,SHIPPED,CENTRAL
105,122,2025-12-27 11:58:37,CANCELLED,NORTH
106,491,2025-08-08 01:36:06,SHIPPED,WEST
107,,2024-09-03 12:16:07,DELIVERED,SOUTH
108,41,2026-06-23 21:40:19,PLACED,EAST
109,530,2025-06-11 22:15:12,DELIVERED,NORTH
110,291,2024-10-06 14:28:04,DELIVERED,WEST
111,175,2025-01-18 09:14:16,DELIVERED,CENTRAL
112,187,2025-11-28 01:30:31,SHIPPED,EAST
113,71,2025-01-26 12:02:22,PLACED,NORTH
114,517,2026-01-14 13:32:27,PLACED,NORTH
115,40,2026-06-13 18:29:42,DELIVERED,NORTH
116,134,2026-07-02 14:12:52,CANCELLED,WEST
117,380,11-06-2026,DELIVERED,SOUTH
118,494,2026-04-06 06:22:58,DELIVERED,CENTRAL
119,138,2025-02-14 16:33:35,SHIPPED,NORTH
120,557,2025-06-14 09:43:36,PLACED,NORTH
121,121,08-09-2025,DELIVERED,EAST
122,110,2024-11-29 05:16:54,DELIVERED,EAST
123,434,2025-10-13 14:12:58,SHIPPED,WEST
124,424,2025-10-03 19:58:55,DELIVERED,EAST
125,496,2025-02-14 02:45:29,DELIVERED,WEST
126,122,2026-03-04 20:16:01,DELIVERED,SOUTH
127,521,2025-06-08 02:59:47,CANCELLED,CENTRAL
128,54,2024-12-03 20:22:25,DELIVERED,NORTH
129,483,2026-07-21 03:18:52,PLACED,EAST
130,82,17-11-2025,DELIVERED,WEST
131,534,2025-03-11 12:10:24,DELIVERED,SOUTH
132,450,2024-08-09 07:39:22,DELIVERED,CENTRAL
133,35,2026-04-01 22:03:47,DELIVERED,SOUTH
134,37,2025-05-07 10:02:22,PLACED,SOUTH
135,283,2026-03-29 14:09:21,DELIVERED,WEST
136,531,2024-08-12 22:27:09,PLACED,NORTH
137,573,2026-07-12 17:00:12,DELIVERED,EAST
138,200,2025-07-20 05:19:20,DELIVERED,EAST
139,519,2024-10-22 16:39:02,DELIVERED,EAST
140,526,2025-02-17 03:45:10,CANCELLED,CENTRAL
141,454,2025-05-20 21:17:09,DELIVERED,EAST
142,470,2026-01-12 09:50:44,DELIVERED,NORTH
143,265,2024-09-22 11:18:09,DELIVERED,SOUTH
144,236,2026-04-14 12:05:22,RETURNED,CENTRAL
145,270,2025-02-09 19:51:26,DELIVERED,EAST
146,183,2025-08-06 03:38:15,SHIPPED,CENTRAL
147,195,2025-08-23 14:01:18,SHIPPED,SOUTH
148,212,2025-01-26 00:44:17,SHIPPED,CENTRAL
149,110,2024-11-02 02:41:49,DELIVERED,WEST
150,555,2024-09-02 19:50:30,DELIVERED,EAST
151,589,2026-06-06 19:01:29,SHIPPED,CENTRAL
152,228,2026-03-06 16:10:15,PLACED,WEST
153,554,2024-08-26 07:00:42,DELIVERED,SOUTH
154,124,2026-01-25 08:13:19,DELIVERED,NORTH
155,,2025-01-11 16:42:33,PLACED,EAST
156,266,2024-12-24 08:46:27,SHIPPED,WEST
157,352,2025-05-12 05:19:14,DELIVERED,WEST
158,382,2025-05-11 13:32:48,SHIPPED,SOUTH
159,590,2026-01-15 20:11:20,PLACED,EAST
160,569,2025-07-02 17:08:29,SHIPPED,SOUTH
161,10,2024-12-16 04:11:53,PLACED,CENTRAL
162,324,2026-04-02 23:40:01,SHIPPED,CENTRAL
163,,2024-10-16 21:01:26,PLACED,EAST
164,99,2025-07-16 09:54:05,SHIPPED,EAST
165,264,25-04-2025,PLACED,CENTRAL
166,590,2025-12-18 18:22:14,SHIPPED,EAST
167,523,2025-08-14 15:32:31,DELIVERED,NORTH
168,294,2025-07-27 04:57:55,PLACED,SOUTH
169,346,2025-06-24 15:13:45,DELIVERED,NORTH
170,352,2025-01-25 06:17:26,DELIVERED,EAST
171,405,2025-02-27 16:25:51,DELIVERED,EAST
172,534,2025-07-16 17:59:20,SHIPPED,NORTH
173,241,2025-12-28 04:59:41,DELIVERED,NORTH
174,407,2024-10-20 00:13:58,RETURNED,WEST
175,27,2026-03-22 19:14:45,DELIVERED,NORTH
176,160,2024-10-05 11:40:33,CANCELLED,EAST
177,291,2025-07-11 05:06:32,PLACED,SOUTH
178,,2025-12-29 09:27:08,RETURNED,WEST
179,554,2026-07-28 03:00:29,DELIVERED,CENTRAL
180,468,2025-12-04 03:34:42,CANCELLED,WEST
181,547,2025-03-29 12:30:19,DELIVERED,SOUTH
182,453,2025-03-28 03:04:44,SHIPPED,EAST
183,,2025-09-11 11:19:18,CANCELLED,EAST
184,548,2024-08-07 11:02:31,DELIVERED,WEST
185,441,2026-04-12 19:08:29,SHIPPED,NORTH
186,194,2025-06-16 19:18:46,DELIVERED,SOUTH
187,400,2026-05-06 10:59:45,SHIPPED,WEST
188,530,2026-03-17 20:01:36,DELIVERED,EAST
189,545,2026-04-21 05:17:09,SHIPPED,NORTH
190,297,2024-10-25 17:11:29,DELIVERED,EAST
191,504,2024-12-24 20:38:56,SHIPPED,CENTRAL
192,,2024-10-19 10:30:57,PLACED,WEST
193,239,2024-10-10 01:23:37,DELIVERED,EAST
194,511,2025-05-16 11:20:36,DELIVERED,EAST
195,150,2024-09-13 12:37:49,DELIVERED,CENTRAL
196,197,2026-06-27 17:02:20,CANCELLED,NORTH
197,255,2025-05-26 21:09:09,DELIVERED,NORTH
198,97,2025-09-09 18:44:14,SHIPPED,WEST
199,320,2026-07-29 04:19:01,DELIVERED,NORTH
200,563,2025-09-09 14:46:09,DELIVERED,EAST
201,54,2026-06-02 19:44:44,RETURNED,SOUTH
202,333,2024-08-12 16:52:56,SHIPPED,NORTH
203,249,2024-08-07 22:27:52,DELIVERED,WEST
204,159,2025-05-16 11:22:22,SHIPPED,WEST
205,347,2026-07-25 00:16:44,DELIVERED,NORTH
206,158,2026-01-27 17:42:14,PLACED,WEST
207,572,2026-04-05 11:51:28,DELIVERED,WEST
208,22,2026-01-18 08:33:03,DELIVERED,EAST
209,497,2026-01-31 20:27:46,SHIPPED,WEST
210,192,2025-09-27 05:49:17,DELIVERED,EAST
211,568,03-12-2024,SHIPPED,EAST
212,555,2025-05-13 03:28:36,DELIVERED,CENTRAL
213,190,17-06-2026,CANCELLED,CENTRAL
214,65,2025-12-25 07:24:14,CANCELLED,SOUTH
215,510,2026-03-18 18:19:05,DELIVERED,EAST
216,330,2024-10-25 19:12:02,DELIVERED,NORTH
217,133,2024-12-17 18:04:06,SHIPPED,WEST
218,33,2025-10-18 12:26:18,DELIVERED,WEST
219,263,2024-09-08 03:01:20,DELIVERED,NORTH
220,,2026-07-17 09:20:26,DELIVERED,NORTH
221,63,2025-05-08 08:08:57,RETURNED,WEST
222,60,2026-05-02 17:49:03,DELIVERED,NORTH
223,80,2025-01-15 16:40:07,PLACED,SOUTH
224,195,2024-12-29 00:00:26,SHIPPED,SOUTH
225,572,2025-06-19 11:36:06,DELIVERED,CENTRAL
226,470,2026-01-28 16:29:20,CANCELLED,SOUTH
227,564,2025-06-08 21:34:05,DELIVERED,CENTRAL
228,454,2026-07-27 02:04:24,DELIVERED,EAST
229,423,2026-03-17 13:25:44,CANCELLED,EAST
230,577,2025-09-28 19:12:37,DELIVERED,EAST
231,464,2025-07-14 14:00:02,PLACED,NORTH
232,17,2025-09-07 00:56:16,CANCELLED,NORTH
233,228,2025-01-14 20:35:14,PLACED,EAST
234,524,2025-10-07 02:36:50,DELIVERED,NORTH
235,,2025-05-04 05:54:13,SHIPPED,CENTRAL
236,263,2026-04-22 23:31:10,DELIVERED,CENTRAL
237,80,2026-02-14 00:31:07,DELIVERED,WEST
238,591,2026-04-29 12:52:18,DELIVERED,EAST
239,,2026-04-20 20:34:17,PLACED,NORTH
240,343,2025-04-28 05:53:20,DELIVERED,NORTH
241,233,2026-03-04 17:44:25,DELIVERED,NORTH
242,392,2024-09-12 01:01:05,PLACED,CENTRAL
243,335,2025-08-26 05:26:41,SHIPPED,WEST
244,590,2025-08-28 00:50:13,DELIVERED,WEST
245,345,2024-10-04 02:45:08,DELIVERED,CENTRAL
246,88,2025-06-06 13:04:56,DELIVERED,SOUTH
247,493,2025-10-09 10:02:11,DELIVERED,CENTRAL
248,537,2025-02-08 06:21:18,SHIPPED,WEST
249,590,2024-10-09 14:09:55,DELIVERED,EAST
250,329,2025-04-25 14:24:35,PLACED,EAST
251,359,2025-11-22 15:11:30,CANCELLED,CENTRAL
252,46,2026-07-19 20:34:58,SHIPPED,EAST
253,88,2024-10-27 06:45:39,SHIPPED,CENTRAL
254,295,2024-08-11 16:00:25,CANCELLED,EAST
255,24,2025-04-15 18:37:49,DELIVERED,SOUTH
256,265,2025-10-01 06:22:28,DELIVERED,SOUTH
257,19,2025-05-20 12:27:25,DELIVERED,NORTH
258,62,2025-03-09 14:23:46,DELIVERED,EAST
259,9,2024-09-21 17:28:22,SHIPPED,EAST
260,20,2025-03-16 04:30:45,DELIVERED,SOUTH
261,521,2026-02-03 05:33:29,DELIVERED,CENTRAL
262,191,2025-01-02 11:18:08,DELIVERED,NORTH
263,,2026-07-18 08:21:39,DELIVERED,WEST
264,19,2025-04-27 08:26:45,DELIVERED,EAST
265,514,2025-03-03 06:44:37,DELIVERED,WEST
266,31,2025-10-06 00:49:09,SHIPPED,EAST
267,141,2024-10-08 04:37:03,DELIVERED,CENTRAL
268,233,2025-06-21 03:39:26,SHIPPED,EAST
269,338,2025-07-15 21:07:13,SHIPPED,SOUTH
270,208,2026-06-01 23:47:58,DELIVERED,CENTRAL
271,441,2026-07-08 01:01:37,PLACED,CENTRAL
272,326,2024-09-22 16:08:43,RETURNED,NORTH
273,150,16-02-2026,DELIVERED,WEST
274,311,2025-07-11 02:12:07,CANCELLED,EAST
275,193,2024-10-22 22:21:49,PLACED,CENTRAL
276,581,2025-11-19 15:15:19,SHIPPED,NORTH
277,489,2024-11-13 03:33:21,DELIVERED,EAST
278,397,2025-08-17 17:12:35,SHIPPED,SOUTH
279,,2026-03-17 20:02:13,RETURNED,WEST
280,208,2026-03-12 13:58:46,SHIPPED,WEST
281,502,2026-01-17 06:41:24,DELIVERED,SOUTH
282,43,2025-11-16 04:38:08,DELIVERED,EAST
283,586,2025-11-05 05:20:32,DELIVERED,NORTH
284,463,2025-07-21 21:14:28,PLACED,SOUTH
285,406,23-02-2026,DELIVERED,NORTH
286,451,2025-06-06 04:00:04,DELIVERED,EAST
287,433,2025-03-17 16:22:53,PLACED,CENTRAL
288,475,2026-05-07 14:20:10,PLACED,CENTRAL
289,600,2026-07-30 10:39:01,DELIVERED,WEST
290,462,2024-08-20 08:23:43,DELIVERED,SOUTH
291,93,2025-02-11 05:52:18,DELIVERED,SOUTH
292,127,2024-10-10 19:55:40,DELIVERED,EAST
293,394,2026-02-16 13:54:37,DELIVERED,SOUTH
294,390,2024-09-04 02:28:07,RETURNED,CENTRAL
295,154,2024-12-04 22:12:43,SHIPPED,NORTH
296,317,2026-02-19 03:12:05,DELIVERED,SOUTH
297,135,05-01-2025,DELIVERED,NORTH
298,511,2025-09-27 03:35:45,DELIVERED,WEST
299,488,2025-07-19 10:17:54,PLACED,CENTRAL
300,,2026-06-17 04:48:03,DELIVERED,CENTRAL
301,213,2024-09-07 23:54:45,PLACED,EAST
302,,26-05-2026,DELIVERED,CENTRAL
303,90,2024-09-08 02:00:39,RETURNED,SOUTH
304,587,2026-04-04 12:28:37,RETURNED,CENTRAL
305,37,2024-10-12 07:59:59,DELIVERED,WEST
306,438,2026-05-18 00:25:51,SHIPPED,SOUTH
307,282,2025-04-13 16:53:30,DELIVERED,SOUTH
308,112,2025-10-18 19:03:15,DELIVERED,NORTH
309,295,2025-06-28 16:51:22,DELIVERED,CENTRAL
310,363,2026-07-22 02:29:48,DELIVERED,CENTRAL
311,510,2025-08-18 12:56:54,CANCELLED,SOUTH
312,199,2024-08-02 05:28:13,DELIVERED,NORTH
313,213,2026-04-14 00:57:35,DELIVERED,NORTH
314,574,2026-04-19 01:44:24,PLACED,SOUTH
315,261,06-04-2026,DELIVERED,CENTRAL
316,7,2024-10-28 10:04:15,DELIVERED,CENTRAL
317,30,2026-05-09 06:24:05,DELIVERED,EAST
318,491,2026-07-13 14:31:01,PLACED,SOUTH
319,472,2026-06-24 21:10:20,CANCELLED,WEST
320,424,2026-07-22 15:15:31,CANCELLED,EAST
321,324,2025-10-06 05:15:11,SHIPPED,EAST
322,363,2024-09-21 10:18:01,SHIPPED,NORTH
323,385,2025-11-30 15:00:31,SHIPPED,CENTRAL
324,120,2026-06-03 13:11:40,DELIVERED,EAST
325,279,2025-06-18 11:05:16,CANCELLED,EAST
326,310,2025-01-15 21:08:21,SHIPPED,EAST
327,207,2026-07-11 10:08:59,DELIVERED,WEST
328,158,2024-12-26 17:48:09,DELIVERED,CENTRAL
329,336,2024-11-20 07:12:47,PLACED,CENTRAL
330,136,2025-01-07 08:57:53,DELIVERED,CENTRAL
331,319,26-07-2026,CANCELLED,NORTH
332,48,2024-10-20 01:58:33,DELIVERED,EAST
333,,2026-03-13 03:20:58,CANCELLED,EAST
334,294,2025-03-03 21:07:16,DELIVERED,NORTH
335,162,2025-03-01 12:57:40,RETURNED,CENTRAL
336,212,2025-09-26 09:28:05,DELIVERED,SOUTH
337,291,2025-10-20 21:40:54,PLACED,CENTRAL
338,554,11-07-2025,PLACED,NORTH
339,56,2024-10-06 21:23:07,SHIPPED,CENTRAL
340,457,2025-11-22 16:57:02,DELIVERED,SOUTH
341,547,2024-10-01 00:11:46,DELIVERED,WEST
342,96,2026-04-24 08:38:28,DELIVERED,NORTH
343,477,2025-08-01 11:36:39,SHIPPED,CENTRAL
344,373,2025-06-01 12:50:36,RETURNED,EAST
345,333,2025-07-19 01:48:31,PLACED,NORTH
346,473,2026-05-19 22:13:33,DELIVERED,CENTRAL
347,521,2024-10-19 22:47:43,DELIVERED,NORTH
348,73,2026-04-08 11:59:00,DELIVERED,CENTRAL
349,250,2025-09-30 14:30:36,DELIVERED,NORTH
350,442,2026-04-02 04:40:19,DELIVERED,EAST
351,242,2024-12-13 10:32:48,PLACED,CENTRAL
352,118,2025-11-03 22:43:15,DELIVERED,NORTH
353,181,2025-03-28 06:12:07,PLACED,NORTH
354,389,2025-04-12 07:19:55,DELIVERED,NORTH
355,143,2026-06-21 03:45:13,DELIVERED,NORTH
356,153,2025-07-18 20:03:18,DELIVERED,CENTRAL
357,211,2026-01-12 08:23:37,SHIPPED,EAST
358,446,2026-02-09 12:35:53,DELIVERED,NORTH
359,523,2025-06-10 22:47:09,CANCELLED,NORTH
360,563,11-09-2024,DELIVERED,EAST
361,289,04-06-2026,DELIVERED,CENTRAL
362,326,2026-02-04 20:25:21,DELIVERED,CENTRAL
363,178,2025-08-04 20:14:41,DELIVERED,EAST
364,158,2025-03-13 01:29:12,DELIVERED,SOUTH
365,,17-12-2025,DELIVERED,WEST
366,140,2024-10-05 18:14:27,CANCELLED,WEST
367,436,2025-11-28 02:11:37,DELIVERED,CENTRAL
368,394,2025-05-03 23:24:24,DELIVERED,NORTH
369,243,2026-02-05 03:03:55,DELIVERED,CENTRAL
370,35,2024-08-30 09:51:19,DELIVERED,NORTH
371,82,2024-11-19 08:42:09,DELIVERED,EAST
372,81,2025-09-11 12:04:39,PLACED,WEST
373,80,2026-01-14 08:03:50,DELIVERED,EAST
374,352,2025-09-20 13:44:34,DELIVERED,CENTRAL
375,588,2026-02-21 23:17:40,DELIVERED,EAST
376,37,2026-01-22 20:41:33,DELIVERED,CENTRAL
377,485,2025-10-24 01:19:51,PLACED,EAST
378,28,2025-03-11 18:37:52,PLACED,NORTH
379,285,2025-02-12 18:34:14,SHIPPED,EAST
380,,2024-10-26 15:25:53,RETURNED,SOUTH
381,379,2026-04-20 11:14:31,DELIVERED,SOUTH
382,541,01-06-2026,RETURNED,SOUTH
383,158,2026-05-13 14:15:38,RETURNED,WEST
384,451,2026-02-15 21:36:14,SHIPPED,EAST
385,271,2026-03-10 19:14:28,PLACED,WEST
386,309,2025-08-05 22:14:46,DELIVERED,CENTRAL
387,400,2025-08-04 14:59:27,DELIVERED,WEST
388,,2026-07-22 04:40:50,DELIVERED,EAST
389,43,2024-10-15 15:00:08,DELIVERED,WEST
390,280,2025-04-18 04:14:42,CANCELLED,EAST
391,401,2025-07-25 03:41:13,DELIVERED,CENTRAL
392,533,2025-04-20 01:42:53,RETURNED,EAST
393,9,08-05-2026,DELIVERED,CENTRAL
394,457,2025-05-01 00:44:27,SHIPPED,SOUTH
395,,2025-11-25 02:24:04,RETURNED,SOUTH
396,125,2026-02-01 23:28:35,PLACED,CENTRAL
397,580,2026-04-16 20:44:03,CANCELLED,SOUTH
398,479,2025-12-27 00:11:57,DELIVERED,EAST
399,332,2025-02-16 21:06:06,PLACED,NORTH
400,341,2024-09-16 15:34:27,CANCELLED,SOUTH
401,504,2026-07-23 06:06:11,DELIVERED,WEST
402,554,2026-03-21 01:44:35,DELIVERED,NORTH
403,266,20-10-2024,PLACED,EAST
404,20,2026-06-28 08:12:08,DELIVERED,NORTH
405,400,2025-02-23 22:44:09,DELIVERED,WEST
406,528,2026-02-01 14:43:31,DELIVERED,WEST
407,72,2025-09-24 12:43:44,DELIVERED,WEST
408,549,2026-07-28 06:26:58,DELIVERED,EAST
409,93,2025-05-11 18:43:03,RETURNED,NORTH
410,297,2025-12-17 03:43:43,DELIVERED,WEST
411,307,2026-01-23 12:11:09,PLACED,EAST
412,449,2026-02-23 03:26:10,PLACED,NORTH
413,245,2025-08-15 23:57:20,DELIVERED,EAST
414,461,13-08-2024,PLACED,NORTH
415,217,2026-04-19 21:30:12,DELIVERED,CENTRAL
416,594,2025-01-28 23:10:02,PLACED,SOUTH
417,20,2025-08-02 00:10:14,DELIVERED,SOUTH
418,134,2024-08-12 03:47:12,PLACED,EAST
419,100,2025-07-21 07:53:49,CANCELLED,NORTH
420,109,2024-10-28 16:27:48,DELIVERED,SOUTH
421,208,2025-06-28 01:09:27,CANCELLED,WEST
422,590,2025-09-29 00:01:48,CANCELLED,SOUTH
423,178,18-04-2025,SHIPPED,WEST
424,379,2025-10-04 20:16:04,SHIPPED,CENTRAL
425,,2024-10-17 15:32:08,DELIVERED,WEST
426,17,2026-06-15 05:26:04,PLACED,SOUTH
427,291,2025-06-20 06:56:41,DELIVERED,WEST
428,212,2024-11-20 03:21:03,DELIVERED,WEST
429,179,2025-11-18 05:15:10,DELIVERED,WEST
430,91,2025-12-01 03:41:59,DELIVERED,WEST
431,,2025-01-31 00:37:46,RETURNED,NORTH
432,553,2025-08-30 05:14:43,DELIVERED,SOUTH
433,199,2024-10-27 12:29:27,DELIVERED,WEST
434,164,2026-01-03 12:21:50,PLACED,EAST
435,446,2025-02-12 06:05:45,CANCELLED,WEST
436,,27-02-2026,DELIVERED,SOUTH
437,497,2025-09-04 22:30:03,CANCELLED,WEST
438,334,2025-06-22 11:57:41,DELIVERED,EAST
439,113,2025-04-11 07:32:43,SHIPPED,WEST
440,385,2026-06-24 08:15:02,DELIVERED,WEST
441,447,2024-11-21 13:54:04,DELIVERED,SOUTH
442,140,2025-07-22 12:53:44,DELIVERED,EAST
443,131,2024-08-25 22:17:11,PLACED,SOUTH
444,477,2025-07-23 04:31:50,DELIVERED,SOUTH
445,161,2026-04-06 06:13:19,RETURNED,SOUTH
446,567,2026-05-27 02:25:48,DELIVERED,CENTRAL
447,222,2025-11-03 11:52:00,DELIVERED,NORTH
448,253,2025-02-09 11:54:46,DELIVERED,CENTRAL
449,588,29-06-2026,RETURNED,NORTH
450,517,2024-08-27 02:43:57,DELIVERED,NORTH
451,247,2024-10-04 12:56:17,PLACED,WEST
452,136,2025-05-06 09:09:58,DELIVERED,NORTH
453,,2026-01-02 15:43:39,DELIVERED,CENTRAL
454,25,2025-07-20 06:50:49,PLACED,WEST
455,380,2025-11-30 20:36:11,DELIVERED,NORTH
456,341,17-09-2025,DELIVERED,EAST
457,556,2025-10-21 19:03:09,DELIVERED,NORTH
458,344,2026-02-23 11:34:30,DELIVERED,EAST
459,114,2025-05-25 10:47:54,DELIVERED,EAST
460,573,30-01-2026,DELIVERED,SOUTH
461,343,2025-02-02 08:26:09,DELIVERED,CENTRAL
462,215,2026-03-09 00:10:17,SHIPPED,EAST
463,516,2026-01-11 08:20:43,PLACED,EAST
464,498,2025-08-25 11:42:26,PLACED,CENTRAL
465,546,2026-06-30 14:59:08,DELIVERED,NORTH
466,469,2024-10-07 19:33:11,CANCELLED,EAST
467,79,2024-10-24 22:42:35,PLACED,SOUTH
468,210,2025-09-09 10:19:15,PLACED,WEST
469,555,2026-07-25 16:32:49,DELIVERED,WEST
470,22,2025-03-15 10:16:01,PLACED,SOUTH
471,533,2025-12-14 17:33:27,DELIVERED,EAST
472,543,2026-05-16 22:18:00,DELIVERED,CENTRAL
473,314,2024-12-12 09:24:43,SHIPPED,EAST
474,49,2024-11-24 05:13:37,DELIVERED,SOUTH
475,165,2026-02-04 21:08:26,SHIPPED,SOUTH
476,158,2024-12-04 06:00:20,PLACED,EAST
477,452,2025-02-19 06:20:31,SHIPPED,NORTH
478,353,2024-11-23 21:52:48,DELIVERED,SOUTH
479,125,16-07-2026,RETURNED,SOUTH
480,328,30-11-2024,DELIVERED,CENTRAL
481,303,2025-08-04 02:20:06,RETURNED,CENTRAL
482,579,2026-02-17 21:02:25,DELIVERED,NORTH
483,42,2024-11-17 07:02:18,PLACED,NORTH
484,226,2025-07-13 09:32:00,DELIVERED,CENTRAL
485,598,2025-09-13 21:26:17,RETURNED,EAST
486,86,2025-09-23 04:43:57,DELIVERED,NORTH
487,404,2024-12-30 00:48:41,DELIVERED,CENTRAL
488,370,2025-06-05 19:01:05,CANCELLED,EAST
489,13,2025-03-10 02:16:02,DELIVERED,WEST
490,90,2025-01-15 12:50:56,DELIVERED,WEST
491,296,2024-12-06 05:16:23,RETURNED,WEST
492,425,2024-11-17 09:43:48,DELIVERED,SOUTH
493,487,2026-06-05 19:51:12,DELIVERED,CENTRAL
494,91,2024-08-06 03:23:04,RETURNED,WEST
