order_id,customer_id,order_date,status,region_code,customer_id_missing_flag
47,34,2025-05-06 14:19:30,PLACED,CENTRAL,False
48,575,2025-05-30 01:22:22,DELIVERED,EAST,False
49,49,2026-07-21 14:55:43,DELIVERED,EAST,False
50,56,2024-08-11 01:41:22,SHIPPED,WEST,False
51,377,2026-03-10 12:13:40,DELIVERED,SOUTH,False
52,199,2025-03-17 11:52:12,RETURNED,NORTH,False
53,178,2026-02-22 22:52:29,DELIVERED,WEST,False
54,271,2024-11-10 00:36:57,CANCELLED,NORTH,False
55,159,2024-09-01 00:32:47,DELIVERED,NORTH,False
56,309,2025-08-17 00:31:56,DELIVERED,NORTH,False
57,326,2025-09-13 02:04:26,SHIPPED,NORTH,False
58,164,2025-06-20 01:31:13,DELIVERED,EAST,False
59,219,2025-12-29 05:27:03,DELIVERED,SOUTH,False
60,544,2025-08-04 19:58:46,CANCELLED,NORTH,False
61,355,2025-07-13 03:50:22,DELIVERED,CENTRAL,False
62,41,2026-01-13 03:40:46,DELIVERED,NORTH,False
63,554,2026-02-14 07:53:00,RETURNED,EAST,False
64,521,2025-07-13 01:46:57,SHIPPED,SOUTH,False
65,85,2024-10-14 12:45:27,RETURNED,CENTRAL,False
66,68,2025-01-11 17:15:05,DELIVERED,WEST,False
67,211,2025-09-22 16:27:54,CANCELLED,WEST,False
68,74,2026-03-04 03:03:14,PLACED,EAST,False
69,,2024-09-26 00:00:00,DELIVERED,CENTRAL,True
70,234,2026-07-09 14:01:14,DELIVERED,WEST,False
71,18,2025-05-30 12:50:27,DELIVERED,CENTRAL,False
72,600,2024-09-05 08:29:44,PLACED,CENTRAL,False
73,309,2025-11-15 03:12:24,DELIVERED,WEST,False
74,32,2025-08-04 03:46:14,SHIPPED,WEST,False
75,559,2025-03-18 02:47:49,PLACED,EAST,False
76,12,2025-10-04 22:26:19,PLACED,NORTH,False
77,,2025-11-07 10:27:11,DELIVERED,NORTH,True
78,353,2025-01-12 11:03:45,DELIVERED,CENTRAL,False
79,189,2025-01-19 11:47:09,SHIPPED,NORTH,False
80,581,2026-05-24 00:00:00,DELIVERED,CENTRAL,False
81,563,2024-09-26 19:30:49,PLACED,NORTH,False
82,595,2025-08-14 09:53:14,DELIVERED,SOUTH,False
83,72,2026-07-01 03:25:36,DELIVERED,EAST,False
84,314,2026-01-21 14:59:47,DELIVERED,EAST,False
85,439,2024-12-09 00:00:00,SHIPPED,SOUTH,False
86,447,2025-03-03 21:41:09,PLACED,EAST,False
87,474,2025-07-12 22:04:27,DELIVERED,CENTRAL,False
88,84,2026-05-16 20:09:31,CANCELLED,CENTRAL,False
89,79,2026-02-17 00:00:00,PLACED,CENTRAL,False
90,596,2025-10-24 15:29:34,DELIVERED,NORTH,False
91,557,2026-06-26 09:06:20,DELIVERED,SOUTH,False
92,229,2026-06-24 09:36:00,DELIVERED,EAST,False
93,514,2025-09-01 10:46:09,DELIVERED,NORTH,False
94,170,2026-03-12 03:20:39,DELIVERED,SOUTH,False
95,580,2025-12-26 04:21:17,PLACED,WEST,False
96,42,2025-01-17 23:05:02,SHIPPED,EAST,False
97,44,2026-01-02 07:20:20,RETURNED,EAST,False
98,466,2026-06-16 00:00:00,RETURNED,EAST,False
99,534,2025-12-06 02:32:40,CANCELLED,EAST,False
100,584,2024-12-14 00:47:43,DELIVERED,CENTRAL,False
101,80,2025-09-06 07:17:40,RETURNED,SOUTH,False
102,362,2026-04-27 18:23:50,DELIVERED,WEST,False
103,7,2025-08-25 18:55:09,DELIVERED,SOUTH,False
104,288,2025-01-12 06:57:52,SHIPPED,CENTRAL,False
105,122,2025-12-27 11:58:37,CANCELLED,NORTH,False
106,491,2025-08-08 01:36:06,SHIPPED,WEST,False
107,,2024-09-03 12:16:07,DELIVERED,SOUTH,True
108,41,2026-06-23 21:40:19,PLACED,EAST,False
109,530,2025-06-11 22:15:12,DELIVERED,NORTH,False
110,291,2024-10-06 14:28:04,DELIVERED,WEST,False
111,175,2025-01-18 09:14:16,DELIVERED,CENTRAL,False
112,187,2025-11-28 01:30:31,SHIPPED,EAST,False
113,71,2025-01-26 12:02:22,PLACED,NORTH,False
114,517,2026-01-14 13:32:27,PLACED,NORTH,False
115,40,2026-06-13 18:29:42,DELIVERED,NORTH,False
116,134,2026-07-02 14:12:52,CANCELLED,WEST,False
117,380,2026-06-11 00:00:00,DELIVERED,SOUTH,False
118,494,2026-04-06 06:22:58,DELIVERED,CENTRAL,False
119,138,2025-02-14 16:33:35,SHIPPED,NORTH,False
120,557,2025-06-14 09:43:36,PLACED,NORTH,False
121,121,2025-09-08 00:00:00,DELIVERED,EAST,False
122,110,2024-11-29 05:16:54,DELIVERED,EAST,False
123,434,2025-10-13 14:12:58,SHIPPED,WEST,False
124,424,2025-10-03 19:58:55,DELIVERED,EAST,False
125,496,2025-02-14 02:45:29,DELIVERED,WEST,False
126,122,2026-03-04 20:16:01,DELIVERED,SOUTH,False
127,521,2025-06-08 02:59:47,CANCELLED,CENTRAL,False
128,54,2024-12-03 20:22:25,DELIVERED,NORTH,False
129,483,2026-07-21 03:18:52,PLACED,EAST,False
130,82,2025-11-17 00:00:00,DELIVERED,WEST,False
131,534,2025-03-11 12:10:24,DELIVERED,SOUTH,False
132,450,2024-08-09 07:39:22,DELIVERED,CENTRAL,False
133,35,2026-04-01 22:03:47,DELIVERED,SOUTH,False
134,37,2025-05-07 10:02:22,PLACED,SOUTH,False
135,283,2026-03-29 14:09:21,DELIVERED,WEST,False
136,531,2024-08-12 22:27:09,PLACED,NORTH,False
137,573,2026-07-12 17:00:12,DELIVERED,EAST,False
138,200,2025-07-20 05:19:20,DELIVERED,EAST,False
139,519,2024-10-22 16:39:02,DELIVERED,EAST,False
140,526,2025-02-17 03:45:10,CANCELLED,CENTRAL,False
141,454,2025-05-20 21:17:09,DELIVERED,EAST,False
142,470,2026-01-12 09:50:44,DELIVERED,NORTH,False
143,265,2024-09-22 11:18:09,DELIVERED,SOUTH,False
144,236,2026-04-14 12:05:22,RETURNED,CENTRAL,False
145,270,2025-02-09 19:51:26,DELIVERED,EAST,False
146,183,2025-08-06 03:38:15,SHIPPED,CENTRAL,False
147,195,2025-08-23 14:01:18,SHIPPED,SOUTH,False
148,212,2025-01-26 00:44:17,SHIPPED,CENTRAL,False
149,110,2024-11-02 02:41:49,DELIVERED,WEST,False
150,555,2024-09-02 19:50:30,DELIVERED,EAST,False
151,589,2026-06-06 19:01:29,SHIPPED,CENTRAL,False
152,228,2026-03-06 16:10:15,PLACED,WEST,False
153,554,2024-08-26 07:00:42,DELIVERED,SOUTH,False
154,124,2026-01-25 08:13:19,DELIVERED,NORTH,False
155,,2025-01-11 16:42:33,PLACED,EAST,True
156,266,2024-12-24 08:46:27,SHIPPED,WEST,False
157,352,2025-05-12 05:19:14,DELIVERED,WEST,False
158,382,2025-05-11 13:32:48,SHIPPED,SOUTH,False
159,590,2026-01-15 20:11:20,PLACED,EAST,False
160,569,2025-07-02 17:08:29,SHIPPED,SOUTH,False
161,10,2024-12-16 04:11:53,PLACED,CENTRAL,False
162,324,2026-04-02 23:40:01,SHIPPED,CENTRAL,False
163,,2024-10-16 21:01:26,PLACED,EAST,True
164,99,2025-07-16 09:54:05,SHIPPED,EAST,False
165,264,2025-04-25 00:00:00,PLACED,CENTRAL,False
166,590,2025-12-18 18:22:14,SHIPPED,EAST,False
167,523,2025-08-14 15:32:31,DELIVERED,NORTH,False
168,294,2025-07-27 04:57:55,PLACED,SOUTH,False
169,346,2025-06-24 15:13:45,DELIVERED,NORTH,False
170,352,2025-01-25 06:17:26,DELIVERED,EAST,False
171,405,2025-02-27 16:25:51,DELIVERED,EAST,False
172,534,2025-07-16 17:59:20,SHIPPED,NORTH,False
173,241,2025-12-28 04:59:41,DELIVERED,NORTH,False
174,407,2024-10-20 00:13:58,RETURNED,WEST,False
175,27,2026-03-22 19:14:45,DELIVERED,NORTH,False
176,160,2024-10-05 11:40:33,CANCELLED,EAST,False
177,291,2025-07-11 05:06:32,PLACED,SOUTH,False
178,,2025-12-29 09:27:08,RETURNED,WEST,True
179,554,2026-07-28 03:00:29,DELIVERED,CENTRAL,False
180,468,2025-12-04 03:34:42,CANCELLED,WEST,False
181,547,2025-03-29 12:30:19,DELIVERED,SOUTH,False
182,453,2025-03-28 03:04:44,SHIPPED,EAST,False
183,,2025-09-11 11:19:18,CANCELLED,EAST,True
184,548,2024-08-07 11:02:31,DELIVERED,WEST,False
185,441,2026-04-12 19:08:29,SHIPPED,NORTH,False
186,194,2025-06-16 19:18:46,DELIVERED,SOUTH,False
187,400,2026-05-06 10:59:45,SHIPPED,WEST,False
188,530,2026-03-17 20:01:36,DELIVERED,EAST,False
189,545,2026-04-21 05:17:09,SHIPPED,NORTH,False
190,297,2024-10-25 17:11:29,DELIVERED,EAST,False
191,504,2024-12-24 20:38:56,SHIPPED,CENTRAL,False
192,,2024-10-19 10:30:57,PLACED,WEST,True
193,239,2024-10-10 01:23:37,DELIVERED,EAST,False
194,511,2025-05-16 11:20:36,DELIVERED,EAST,False
195,150,2024-09-13 12:37:49,DELIVERED,CENTRAL,False
196,197,2026-06-27 17:02:20,CANCELLED,NORTH,False
197,255,2025-05-26 21:09:09,DELIVERED,NORTH,False
198,97,2025-09-09 18:44:14,SHIPPED,WEST,False
199,320,2026-07-29 04:19:01,DELIVERED,NORTH,False
200,563,2025-09-09 14:46:09,DELIVERED,EAST,False
201,54,2026-06-02 19:44:44,RETURNED,SOUTH,False
202,333,2024-08-12 16:52:56,SHIPPED,NORTH,False
203,249,2024-08-07 22:27:52,DELIVERED,WEST,False
204,159,2025-05-16 11:22:22,SHIPPED,WEST,False
205,347,2026-07-25 00:16:44,DELIVERED,NORTH,False
206,158,2026-01-27 17:42:14,PLACED,WEST,False
207,572,2026-04-05 11:51:28,DELIVERED,WEST,False
208,22,2026-01-18 08:33:03,DELIVERED,EAST,False
209,497,2026-01-31 20:27:46,SHIPPED,WEST,False
210,192,2025-09-27 05:49:17,DELIVERED,EAST,False
211,568,2024-12-03 00:00:00,SHIPPED,EAST,False
212,555,2025-05-13 03:28:36,DELIVERED,CENTRAL,False
213,190,2026-06-17 00:00:00,CANCELLED,CENTRAL,False
214,65,2025-12-25 07:24:14,CANCELLED,SOUTH,False
215,510,2026-03-18 18:19:05,DELIVERED,EAST,False
216,330,2024-10-25 19:12:02,DELIVERED,NORTH,False
217,133,2024-12-17 18:04:06,SHIPPED,WEST,False
218,33,2025-10-18 12:26:18,DELIVERED,WEST,False
219,263,2024-09-08 03:01:20,DELIVERED,NORTH,False
220,,2026-07-17 09:20:26,DELIVERED,NORTH,True
221,63,2025-05-08 08:08:57,RETURNED,WEST,False
222,60,2026-05-02 17:49:03,DELIVERED,NORTH,False
223,80,2025-01-15 16:40:07,PLACED,SOUTH,False
224,195,2024-12-29 00:00:26,SHIPPED,SOUTH,False
225,572,2025-06-19 11:36:06,DELIVERED,CENTRAL,False
226,470,2026-01-28 16:29:20,CANCELLED,SOUTH,False
227,564,2025-06-08 21:34:05,DELIVERED,CENTRAL,False
228,454,2026-07-27 02:04:24,DELIVERED,EAST,False
229,423,2026-03-17 13:25:44,CANCELLED,EAST,False
230,577,2025-09-28 19:12:37,DELIVERED,EAST,False
231,464,2025-07-14 14:00:02,PLACED,NORTH,False
232,17,2025-09-07 00:56:16,CANCELLED,NORTH,False
233,228,2025-01-14 20:35:14,PLACED,EAST,False
234,524,2025-10-07 02:36:50,DELIVERED,NORTH,False
235,,2025-05-04 05:54:13,SHIPPED,CENTRAL,True
236,263,2026-04-22 23:31:10,DELIVERED,CENTRAL,False
237,80,2026-02-14 00:31:07,DELIVERED,WEST,False
238,591,2026-04-29 12:52:18,DELIVERED,EAST,False
239,,2026-04-20 20:34:17,PLACED,NORTH,True
240,343,2025-04-28 05:53:20,DELIVERED,NORTH,False
241,233,2026-03-04 17:44:25,DELIVERED,NORTH,False
242,392,2024-09-12 01:01:05,PLACED,CENTRAL,False
243,335,2025-08-26 05:26:41,SHIPPED,WEST,False
244,590,2025-08-28 00:50:13,DELIVERED,WEST,False
245,345,2024-10-04 02:45:08,DELIVERED,CENTRAL,False
246,88,2025-06-06 13:04:56,DELIVERED,SOUTH,False
247,493,2025-10-09 10:02:11,DELIVERED,CENTRAL,False
248,537,2025-02-08 06:21:18,SHIPPED,WEST,False
249,590,2024-10-09 14:09:55,DELIVERED,EAST,False
250,329,2025-04-25 14:24:35,PLACED,EAST,False
251,359,2025-11-22 15:11:30,CANCELLED,CENTRAL,False
252,46,2026-07-19 20:34:58,SHIPPED,EAST,False
253,88,2024-10-27 06:45:39,SHIPPED,CENTRAL,False
254,295,2024-08-11 16:00:25,CANCELLED,EAST,False
255,24,2025-04-15 18:37:49,DELIVERED,SOUTH,False
256,265,2025-10-01 06:22:28,DELIVERED,SOUTH,False
257,19,2025-05-20 12:27:25,DELIVERED,NORTH,False
258,62,2025-03-09 14:23:46,DELIVERED,EAST,False
259,9,2024-09-21 17:28:22,SHIPPED,EAST,False
260,20,2025-03-16 04:30:45,DELIVERED,SOUTH,False
261,521,2026-02-03 05:33:29,DELIVERED,CENTRAL,False
262,191,2025-01-02 11:18:08,DELIVERED,NORTH,False
263,,2026-07-18 08:21:39,DELIVERED,WEST,True
264,19,2025-04-27 08:26:45,DELIVERED,EAST,False
265,514,2025-03-03 06:44:37,DELIVERED,WEST,False
266,31,2025-10-06 00:49:09,SHIPPED,EAST,False
267,141,2024-10-08 04:37:03,DELIVERED,CENTRAL,False
268,233,2025-06-21 03:39:26,SHIPPED,EAST,False
269,338,2025-07-15 21:07:13,SHIPPED,SOUTH,False
270,208,2026-06-01 23:47:58,DELIVERED,CENTRAL,False
271,441,2026-07-08 01:01:37,PLACED,CENTRAL,False
272,326,2024-09-22 16:08:43,RETURNED,NORTH,False
273,150,2026-02-16 00:00:00,DELIVERED,WEST,False
274,311,2025-07-11 02:12:07,CANCELLED,EAST,False
275,193,2024-10-22 22:21:49,PLACED,CENTRAL,False
276,581,2025-11-19 15:15:19,SHIPPED,NORTH,False
277,489,2024-11-13 03:33:21,DELIVERED,EAST,False
278,397,2025-08-17 17:12:35,SHIPPED,SOUTH,False
279,,2026-03-17 20:02:13,RETURNED,WEST,True
280,208,2026-03-12 13:58:46,SHIPPED,WEST,False
281,502,2026-01-17 06:41:24,DELIVERED,SOUTH,False
282,43,2025-11-16 04:38:08,DELIVERED,EAST,False
283,586,2025-11-05 05:20:32,DELIVERED,NORTH,False
284,463,2025-07-21 21:14:28,PLACED,SOUTH,False
285,406,2026-02-23 00:00:00,DELIVERED,NORTH,False
286,451,2025-06-06 04:00:04,DELIVERED,EAST,False
287,433,2025-03-17 16:22:53,PLACED,CENTRAL,False
288,475,2026-05-07 14:20:10,PLACED,CENTRAL,False
289,600,2026-07-30 10:39:01,DELIVERED,WEST,False
290,462,2024-08-20 08:23:43,DELIVERED,SOUTH,False
291,93,2025-02-11 05:52:18,DELIVERED,SOUTH,False
292,127,2024-10-10 19:55:40,DELIVERED,EAST,False
293,394,2026-02-16 13:54:37,DELIVERED,SOUTH,False
294,390,2024-09-04 02:28:07,RETURNED,CENTRAL,False
295,154,2024-12-04 22:12:43,SHIPPED,NORTH,False
296,317,2026-02-19 03:12:05,DELIVERED,SOUTH,False
297,135,2025-01-05 00:00:00,DELIVERED,NORTH,False
298,511,2025-09-27 03:35:45,DELIVERED,WEST,False
299,488,2025-07-19 10:17:54,PLACED,CENTRAL,False
300,,2026-06-17 04:48:03,DELIVERED,CENTRAL,True
301,213,2024-09-07 23:54:45,PLACED,EAST,False
302,,2026-05-26 00:00:00,DELIVERED,CENTRAL,True
303,90,2024-09-08 02:00:39,RETURNED,SOUTH,False
304,587,2026-04-04 12:28:37,RETURNED,CENTRAL,False
305,37,2024-10-12 07:59:59,DELIVERED,WEST,False
306,438,2026-05-18 00:25:51,SHIPPED,SOUTH,False
307,282,2025-04-13 16:53:30,DELIVERED,SOUTH,False
308,112,2025-10-18 19:03:15,DELIVERED,NORTH,False
309,295,2025-06-28 16:51:22,DELIVERED,CENTRAL,False
310,363,2026-07-22 02:29:48,DELIVERED,CENTRAL,False
311,510,2025-08-18 12:56:54,CANCELLED,SOUTH,False
312,199,2024-08-02 05:28:13,DELIVERED,NORTH,False
313,213,2026-04-14 00:57:35,DELIVERED,NORTH,False
314,574,2026-04-19 01:44:24,PLACED,SOUTH,False
315,261,2026-04-06 00:00:00,DELIVERED,CENTRAL,False
316,7,2024-10-28 10:04:15,DELIVERED,CENTRAL,False
317,30,2026-05-09 06:24:05,DELIVERED,EAST,False
318,491,2026-07-13 14:31:01,PLACED,SOUTH,False
319,472,2026-06-24 21:10:20,CANCELLED,WEST,False
320,424,2026-07-22 15:15:31,CANCELLED,EAST,False
321,324,2025-10-06 05:15:11,SHIPPED,EAST,False
322,363,2024-09-21 10:18:01,SHIPPED,NORTH,False
323,385,2025-11-30 15:00:31,SHIPPED,CENTRAL,False
324,120,2026-06-03 13:11:40,DELIVERED,EAST,False
325,279,2025-06-18 11:05:16,CANCELLED,EAST,False
326,310,2025-01-15 21:08:21,SHIPPED,EAST,False
327,207,2026-07-11 10:08:59,DELIVERED,WEST,False
328,158,2024-12-26 17:48:09,DELIVERED,CENTRAL,False
329,336,2024-11-20 07:12:47,PLACED,CENTRAL,False
330,136,2025-01-07 08:57:53,DELIVERED,CENTRAL,False
331,319,2026-07-26 00:00:00,CANCELLED,NORTH,False
332,48,2024-10-20 01:58:33,DELIVERED,EAST,False
333,,2026-03-13 03:20:58,CANCELLED,EAST,True
334,294,2025-03-03 21:07:16,DELIVERED,NORTH,False
335,162,2025-03-01 12:57:40,RETURNED,CENTRAL,False
336,212,2025-09-26 09:28:05,DELIVERED,SOUTH,False
337,291,2025-10-20 21:40:54,PLACED,CENTRAL,False
338,554,2025-07-11 00:00:00,PLACED,NORTH,False
339,56,2024-10-06 21:23:07,SHIPPED,CENTRAL,False
340,457,2025-11-22 16:57:02,DELIVERED,SOUTH,False
341,547,2024-10-01 00:11:46,DELIVERED,WEST,False
342,96,2026-04-24 08:38:28,DELIVERED,NORTH,False
343,477,2025-08-01 11:36:39,SHIPPED,CENTRAL,False
344,373,2025-06-01 12:50:36,RETURNED,EAST,False
345,333,2025-07-19 01:48:31,PLACED,NORTH,False
346,473,2026-05-19 22:13:33,DELIVERED,CENTRAL,False
347,521,2024-10-19 22:47:43,DELIVERED,NORTH,False
348,73,2026-04-08 11:59:00,DELIVERED,CENTRAL,False
349,250,2025-09-30 14:30:36,DELIVERED,NORTH,False
350,442,2026-04-02 04:40:19,DELIVERED,EAST,False
351,242,2024-12-13 10:32:48,PLACED,CENTRAL,False
352,118,2025-11-03 22:43:15,DELIVERED,NORTH,False
353,181,2025-03-28 06:12:07,PLACED,NORTH,False
354,389,2025-04-12 07:19:55,DELIVERED,NORTH,False
355,143,2026-06-21 03:45:13,DELIVERED,NORTH,False
356,153,2025-07-18 20:03:18,DELIVERED,CENTRAL,False
357,211,2026-01-12 08:23:37,SHIPPED,EAST,False
358,446,2026-02-09 12:35:53,DELIVERED,NORTH,False
359,523,2025-06-10 22:47:09,CANCELLED,NORTH,False
360,563,2024-09-11 00:00:00,DELIVERED,EAST,False
361,289,2026-06-04 00:00:00,DELIVERED,CENTRAL,False
362,326,2026-02-04 20:25:21,DELIVERED,CENTRAL,False
363,178,2025-08-04 20:14:41,DELIVERED,EAST,False
364,158,2025-03-13 01:29:12,DELIVERED,SOUTH,False
365,,2025-12-17 00:00:00,DELIVERED,WEST,True
366,140,2024-10-05 18:14:27,CANCELLED,WEST,False
367,436,2025-11-28 02:11:37,DELIVERED,CENTRAL,False
368,394,2025-05-03 23:24:24,DELIVERED,NORTH,False
369,243,2026-02-05 03:03:55,DELIVERED,CENTRAL,False
370,35,2024-08-30 09:51:19,DELIVERED,NORTH,False
371,82,2024-11-19 08:42:09,DELIVERED,EAST,False
372,81,2025-09-11 12:04:39,PLACED,WEST,False
373,80,2026-01-14 08:03:50,DELIVERED,EAST,False
374,352,2025-09-20 13:44:34,DELIVERED,CENTRAL,False
375,588,2026-02-21 23:17:40,DELIVERED,EAST,False
376,37,2026-01-22 20:41:33,DELIVERED,CENTRAL,False
377,485,2025-10-24 01:19:51,PLACED,EAST,False
378,28,2025-03-11 18:37:52,PLACED,NORTH,False
379,285,2025-02-12 18:34:14,SHIPPED,EAST,False
380,,2024-10-26 15:25:53,RETURNED,SOUTH,True
381,379,2026-04-20 11:14:31,DELIVERED,SOUTH,False
382,541,2026-06-01 00:00:00,RETURNED,SOUTH,False
383,158,2026-05-13 14:15:38,RETURNED,WEST,False
384,451,2026-02-15 21:36:14,SHIPPED,EAST,False
385,271,2026-03-10 19:14:28,PLACED,WEST,False
386,309,2025-08-05 22:14:46,DELIVERED,CENTRAL,False
387,400,2025-08-04 14:59:27,DELIVERED,WEST,False
388,,2026-07-22 04:40:50,DELIVERED,EAST,True
389,43,2024-10-15 15:00:08,DELIVERED,WEST,False
390,280,2025-04-18 04:14:42,CANCELLED,EAST,False
391,401,2025-07-25 03:41:13,DELIVERED,CENTRAL,False
392,533,2025-04-20 01:42:53,RETURNED,EAST,False
393,9,2026-05-08 00:00:00,DELIVERED,CENTRAL,False
394,457,2025-05-01 00:44:27,SHIPPED,SOUTH,False
395,,2025-11-25 02:24:04,RETURNED,SOUTH,True
396,125,2026-02-01 23:28:35,PLACED,CENTRAL,False
397,580,2026-04-16 20:44:03,CANCELLED,SOUTH,False
398,479,2025-12-27 00:11:57,DELIVERED,EAST,False
399,332,2025-02-16 21:06:06,PLACED,NORTH,False
400,341,2024-09-16 15:34:27,CANCELLED,SOUTH,False
401,504,2026-07-23 06:06:11,DELIVERED,WEST,False
402,554,2026-03-21 01:44:35,DELIVERED,NORTH,False
403,266,2024-10-20 00:00:00,PLACED,EAST,False
404,20,2026-06-28 08:12:08,DELIVERED,NORTH,False
405,400,2025-02-23 22:44:09,DELIVERED,WEST,False
406,528,2026-02-01 14:43:31,DELIVERED,WEST,False
407,72,2025-09-24 12:43:44,DELIVERED,WEST,False
408,549,2026-07-28 06:26:58,DELIVERED,EAST,False
409,93,2025-05-11 18:43:03,RETURNED,NORTH,False
410,297,2025-12-17 03:43:43,DELIVERED,WEST,False
411,307,2026-01-23 12:11:09,PLACED,EAST,False
412,449,2026-02-23 03:26:10,PLACED,NORTH,False
413,245,2025-08-15 23:57:20,DELIVERED,EAST,False
414,461,2024-08-13 00:00:00,PLACED,NORTH,False
415,217,2026-04-19 21:30:12,DELIVERED,CENTRAL,False
416,594,2025-01-28 23:10:02,PLACED,SOUTH,False
417,20,2025-08-02 00:10:14,DELIVERED,SOUTH,False
418,134,2024-08-12 03:47:12,PLACED,EAST,False
419,100,2025-07-21 07:53:49,CANCELLED,NORTH,False
420,109,2024-10-28 16:27:48,DELIVERED,SOUTH,False
421,208,2025-06-28 01:09:27,CANCELLED,WEST,False
422,590,2025-09-29 00:01:48,CANCELLED,SOUTH,False
423,178,2025-04-18 00:00:00,SHIPPED,WEST,False
424,379,2025-10-04 20:16:04,SHIPPED,CENTRAL,False
425,,2024-10-17 15:32:08,DELIVERED,WEST,True
426,17,2026-06-15 05:26:04,PLACED,SOUTH,False
427,291,2025-06-20 06:56:41,DELIVERED,WEST,False
428,212,2024-11-20 03:21:03,DELIVERED,WEST,False
429,179,2025-11-18 05:15:10,DELIVERED,WEST,False
430,91,2025-12-01 03:41:59,DELIVERED,WEST,False
431,,2025-01-31 00:37:46,RETURNED,NORTH,True
432,553,2025-08-30 05:14:43,DELIVERED,SOUTH,False
433,199,2024-10-27 12:29:27,DELIVERED,WEST,False
434,164,2026-01-03 12:21:50,PLACED,EAST,False
435,446,2025-02-12 06:05:45,CANCELLED,WEST,False
436,,2026-02-27 00:00:00,DELIVERED,SOUTH,True
437,497,2025-09-04 22:30:03,CANCELLED,WEST,False
438,334,2025-06-22 11:57:41,DELIVERED,EAST,False
439,113,2025-04-11 07:32:43,SHIPPED,WEST,False
440,385,2026-06-24 08:15:02,DELIVERED,WEST,False
441,447,2024-11-21 13:54:04,DELIVERED,SOUTH,False
442,140,2025-07-22 12:53:44,DELIVERED,EAST,False
443,131,2024-08-25 22:17:11,PLACED,SOUTH,False
444,477,2025-07-23 04:31:50,DELIVERED,SOUTH,False
445,161,2026-04-06 06:13:19,RETURNED,SOUTH,False
446,567,2026-05-27 02:25:48,DELIVERED,CENTRAL,False
447,222,2025-11-03 11:52:00,DELIVERED,NORTH,False
448,253,2025-02-09 11:54:46,DELIVERED,CENTRAL,False
449,588,2026-06-29 00:00:00,RETURNED,NORTH,False
450,517,2024-08-27 02:43:57,DELIVERED,NORTH,False
451,247,2024-10-04 12:56:17,PLACED,WEST,False
452,136,2025-05-06 09:09:58,DELIVERED,NORTH,False
453,,2026-01-02 15:43:39,DELIVERED,CENTRAL,True
