order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_date,order_status
ORD000645,CUST00784,PROD0049,5,191.03,2026-06-23,2026-06-30,Delivered
ORD002341,CUST00572,PROD0041,1,543.32,2025-08-16,2025-08-20,Delivered
ORD001612,CUST00486,PROD0041,5,543.32,2025-03-31,,Returned
ORD000012,CUST00416,PROD0134,4,3036.32,2025-12-23,2025-12-31,Delivered
ORD005261,CUST00063,PROD0096,5,32150.75,2025-01-28,2025-02-04,Delivered
ORD000597,CUST00012,PROD0009,3,390.58,2026-03-13,2026-03-24,Delivered
ORD000030,CUST00533,PROD0139,1,4171.69,2026-03-28,2026-04-04,Delivered
ORD000720,CUST00667,PROD0114,2,1292.66,2025-01-04,2025-01-15,Delivered
ORD000138,CUST00077,PROD0112,2,1969.23,2025-06-01,,Shipped
ORD005696,CUST00416,PROD0139,5,4171.69,2025-06-04,,Shipped
ORD002815,CUST00068,PROD0088,4,34407.7,2026-07-27,,Processing
ORD003465,CUST00286,PROD0005,3,560.65,2025-05-22,,Shipped
ORD004009,CUST00431,PROD0066,3,4931.77,2025-08-18,,Cancelled
ORD000692,CUST00433,PROD0087,3,13732.01,2025-03-10,,Returned
ORD002142,CUST00662,PROD0077,2,2052.65,2025-01-22,,Cancelled
ORD004708,CUST00708,PROD0010,4,11743.74,2026-04-14,,Shipped
ORD004702,CUST00376,PROD0136,3,18573.07,2025-07-29,2025-08-07,Delivered
ORD001851,CUST00441,PROD0150,4,2716.88,2025-01-08,2025-01-18,Delivered
ORD003126,CUST00701,PROD0011,1,1483.6,2025-08-26,2025-08-27,Delivered
ORD003893,CUST00283,PROD0047,2,26286.3,2025-10-18,,Processing
ORD003690,CUST00237,PROD0144,3,4806.1,2025-10-14,2025-10-22,Delivered
ORD004347,CUST00069,PROD0057,1,1462.31,2026-03-13,2026-03-23,Delivered
ORD002744,CUST00589,PROD0054,2,1632.64,2025-11-21,2025-11-26,Delivered
ORD004724,CUST00610,PROD0115,5,55563.32,2025-07-22,,Processing
ORD003087,CUST00113,PROD0096,3,32150.75,2025-12-19,2025-12-29,Delivered
ORD000288,CUST00171,PROD0131,3,6853.95,2025-06-21,,Returned
ORD002695,CUST00705,PROD0092,1,1419.85,2025-05-20,2025-06-01,Delivered
ORD003966,CUST00690,PROD0069,3,58378.98,2025-06-06,,Cancelled
ORD003976,CUST00310,PROD0119,3,2603.43,2026-07-27,,Returned
ORD004341,CUST00600,PROD0063,2,869.54,2025-08-19,2025-08-31,Delivered
ORD004507,CUST00560,PROD0128,3,3825.7,2026-07-03,,Shipped
ORD002764,CUST00041,PROD0017,1,4701.06,2025-10-19,,Shipped
ORD004200,CUST00523,PROD0079,2,2916.61,2025-06-11,2025-06-22,Delivered
ORD002965,CUST00707,PROD0050,4,3898.39,2025-11-16,2025-11-22,Delivered
ORD000101,CUST00792,PROD0070,2,10505.06,2025-01-27,2025-01-28,Delivered
ORD003702,CUST00045,PROD0141,2,22625.81,2025-09-08,,Cancelled
ORD001748,CUST00081,PROD0146,1,9127.13,2025-06-06,,Shipped
ORD004006,CUST00783,PROD0071,5,632.25,2026-04-14,2026-04-25,Delivered
ORD005434,CUST00273,PROD0136,2,18573.07,2025-09-21,,Returned
ORD003000,CUST00217,PROD0015,2,2263.06,2025-06-17,2025-06-19,Delivered
ORD004325,CUST00358,PROD0060,5,7402.46,2025-09-01,2025-09-09,Delivered
ORD001271,CUST00159,PROD0085,4,4763.96,2026-03-04,,Shipped
ORD005496,CUST00208,PROD0029,1,901.03,2026-02-22,,Returned
ORD004446,CUST00232,PROD0054,3,1632.64,2025-11-13,2025-11-21,Delivered
ORD000812,CUST00624,PROD0050,3,3898.39,2026-04-11,2026-04-23,Delivered
ORD001824,CUST00312,PROD0060,3,7402.46,2026-05-03,,Processing
ORD004134,CUST00129,PROD0009,5,390.58,2026-03-30,,Returned
ORD000378,CUST00447,PROD0146,2,9127.13,2026-07-11,,Processing
ORD001855,CUST00769,PROD0031,3,2204.46,2026-04-08,,Returned
ORD002552,CUST00205,PROD0085,1,4763.96,2025-03-13,,Delivered
ORD000421,CUST00296,PROD0070,1,10505.06,2026-04-22,2026-04-24,Delivered
ORD005288,CUST00345,PROD0052,4,1448.8,2025-12-19,,Returned
ORD003182,CUST00368,PROD0136,2,18573.07,2025-10-06,,Shipped
ORD001566,CUST00258,PROD0076,2,32834.68,2025-05-12,,Shipped
ORD000489,CUST00229,PROD0082,3,503.97,2025-05-25,2025-05-28,Delivered
ORD004709,CUST00607,PROD0107,4,328.16,2025-04-06,,Cancelled
ORD003390,CUST00369,PROD0011,4,1483.6,2025-08-04,2025-08-10,Delivered
ORD002287,CUST00523,PROD0113,3,974.15,2026-02-28,2026-03-03,Delivered
ORD003772,CUST00152,PROD0050,1,3898.39,2026-06-18,,Shipped
ORD005398,CUST00543,PROD0055,1,70.6,2025-07-09,,Returned
ORD001381,CUST00522,PROD0091,2,1751.39,2026-02-16,2026-02-28,Delivered
ORD004985,CUST00636,PROD0059,4,685.94,2026-07-26,2026-08-02,Delivered
ORD004989,CUST00253,PROD0103,3,11738.74,2026-04-17,,Cancelled
ORD002746,CUST00456,PROD0040,1,2990.7,2026-03-05,,Cancelled
ORD002201,CUST00153,PROD0058,1,4704.83,2025-01-07,,Cancelled
ORD002020,CUST00521,PROD0102,3,133.37,2026-04-06,,Processing
ORD000605,CUST00271,PROD0074,1,2124.57,2025-04-22,,Shipped
ORD002667,CUST00171,PROD0060,1,7402.46,2025-05-29,2025-05-31,Delivered
ORD001750,CUST00359,PROD0130,1,314.99,2025-08-19,2025-08-25,Delivered
ORD002520,CUST00716,PROD0139,5,4171.69,2025-07-19,,Shipped
ORD002497,CUST00045,PROD0076,3,32834.68,2026-05-13,,Processing
ORD003180,CUST00411,PROD0007,4,40685.29,2025-07-03,,Processing
ORD004002,CUST00123,PROD0005,5,560.65,2026-02-13,,Processing
ORD000248,CUST00682,PROD0055,4,70.6,2025-04-17,,Cancelled
ORD005477,CUST00591,PROD0143,4,1730.89,2025-08-30,,Returned
ORD003238,CUST00391,PROD0016,2,59834.55,2026-03-06,2026-03-07,Delivered
ORD000162,CUST00130,PROD0028,4,302.64,2025-03-07,,Shipped
ORD001592,CUST00775,PROD0095,2,6063.96,2025-11-10,,Processing
ORD004831,CUST00073,PROD0083,3,385.32,2026-07-25,,Returned
ORD005618,CUST00769,PROD0059,4,685.94,2025-11-08,2025-11-17,Delivered
ORD000502,CUST00022,PROD0061,2,1083.6,2025-03-21,,Returned
ORD004389,CUST00120,PROD0028,1,302.64,2025-04-29,2025-05-05,Delivered
ORD002672,CUST00439,PROD0115,5,55563.32,2026-04-06,2026-04-13,Delivered
ORD005594,CUST00008,PROD0031,4,2204.46,2025-04-30,2025-05-04,Delivered
ORD000976,CUST00294,PROD0099,4,14295.1,2025-03-24,2025-03-31,Delivered
ORD005694,CUST00485,PROD0016,2,59834.55,2026-05-12,,Cancelled
ORD001943,CUST00094,PROD0057,2,1462.31,2026-01-28,2026-01-31,Delivered
ORD002456,CUST00312,PROD0017,4,4701.06,2025-08-11,2025-08-12,Delivered
ORD003053,CUST00214,PROD0038,4,8563.39,2025-07-24,,Cancelled
ORD004840,CUST00716,PROD0093,5,513.19,2026-03-18,2026-03-29,Delivered
ORD003832,CUST00778,PROD0106,2,3327.3,2026-05-15,2026-05-17,Delivered
ORD002432,CUST00495,PROD0065,5,9361.22,2026-06-14,,Cancelled
ORD000176,CUST00390,PROD0044,5,1423.72,2025-06-12,2025-06-15,Delivered
ORD002243,CUST00656,PROD0100,4,7797.29,2025-07-20,2025-07-21,Delivered
ORD005925,CUST00606,PROD0059,3,685.94,2026-02-04,2026-02-16,Delivered
ORD005303,CUST00132,PROD0051,4,1399.76,2026-07-28,2026-08-08,Delivered
ORD003972,CUST00040,PROD0008,5,545.71,2025-07-18,,Shipped
ORD000097,CUST00385,PROD0039,1,5112.85,2025-09-09,,Shipped
ORD001522,CUST00435,PROD0118,1,828.66,2025-03-20,,Processing
ORD000294,CUST00661,PROD0098,3,648.17,2025-04-11,2025-04-16,Delivered
ORD001363,CUST00350,PROD0020,5,4298.98,2026-03-31,2026-04-04,Delivered
ORD003830,CUST00388,PROD0025,2,4203.28,2026-04-18,,Processing
ORD001557,CUST00319,PROD0016,3,59834.55,2026-02-12,,Processing
ORD005996,CUST00140,PROD0057,5,1462.31,2026-06-12,,Cancelled
ORD000259,CUST00476,PROD0089,2,16755.29,2026-02-27,2026-03-02,Delivered
ORD005707,CUST00466,PROD0149,3,5764.99,2025-04-08,,Processing
ORD002903,CUST00383,PROD0017,1,4701.06,2025-02-27,,Shipped
ORD002664,CUST00796,PROD0140,4,899.29,2025-12-27,2026-01-07,Delivered
ORD000569,CUST00554,PROD0011,2,1483.6,2025-04-13,,Cancelled
ORD004967,CUST00447,PROD0061,2,1083.6,2026-03-20,,Returned
ORD000783,CUST00165,PROD0089,4,16755.29,2025-08-26,2025-09-05,Delivered
ORD003750,CUST00534,PROD0021,1,156.01,2025-04-25,2025-05-06,Delivered
ORD003710,CUST00190,PROD0114,5,1292.66,2026-06-12,2026-06-20,Delivered
ORD000106,CUST00434,PROD0139,3,4171.69,2025-06-29,2025-07-01,Delivered
ORD004483,CUST00546,PROD0080,3,4686.49,2025-06-21,2025-06-28,Delivered
ORD002559,CUST00271,PROD0003,2,14338.6,2026-04-14,,Processing
ORD004897,CUST00783,PROD0112,1,1969.23,2026-05-10,2026-05-21,Delivered
ORD001148,CUST00031,PROD0003,3,14338.6,2025-07-12,2025-07-23,Delivered
ORD002319,CUST00545,PROD0007,1,40685.29,2025-11-07,,Returned
ORD001518,CUST00180,PROD0107,1,328.16,2026-04-03,,Shipped
ORD003590,CUST00595,PROD0080,1,4686.49,2026-04-06,,Delivered
ORD001031,CUST00260,PROD0066,1,4931.77,2025-03-28,,Shipped
ORD005683,CUST00148,PROD0088,4,34407.7,2025-03-07,,Cancelled
ORD001945,CUST00288,PROD0043,2,2444.21,2025-08-14,2025-08-15,Delivered
ORD003991,CUST00209,PROD0083,2,385.32,2026-07-28,,Shipped
ORD005791,CUST00586,PROD0136,3,18573.07,2025-04-13,,Processing
ORD004541,CUST00555,PROD0045,2,1228.68,2025-05-13,,Returned
ORD001786,CUST00537,PROD0014,2,1289.47,2025-11-10,,Returned
ORD002996,CUST00231,PROD0005,3,560.65,2025-04-11,2025-04-14,Delivered
ORD004101,CUST00022,PROD0037,5,1155.64,2026-02-05,2026-02-13,Delivered
ORD005577,CUST00152,PROD0019,0,4410.8,2025-06-23,2025-07-05,Delivered
ORD000762,CUST00346,PROD0112,1,1969.23,2026-05-05,2026-05-08,Delivered
ORD003289,CUST00679,PROD0039,1,5112.85,2026-05-21,,Returned
ORD005832,CUST00553,PROD0144,4,4806.1,2026-06-29,,Shipped
ORD002983,CUST00417,PROD0140,4,899.29,2026-06-07,,Shipped
ORD000084,CUST00688,PROD0101,3,782.0,2025-11-22,,Shipped
ORD000663,CUST00731,PROD0049,1,191.03,2026-05-03,2026-05-04,Delivered
ORD003044,CUST00283,PROD0045,3,1228.68,2025-09-23,,Cancelled
ORD002718,CUST00206,PROD0067,4,4271.55,2025-06-24,2025-06-28,Delivered
ORD000081,CUST00329,PROD0037,3,1155.64,2025-04-06,2025-04-15,Delivered
ORD004127,CUST00354,PROD0106,1,3327.3,2025-04-18,2025-04-26,Delivered
ORD004004,CUST00404,PROD0122,3,993.76,2025-05-31,2025-06-06,Delivered
ORD004247,CUST00411,PROD0096,1,32150.75,2026-07-29,,Returned
ORD003645,CUST00556,PROD0013,2,39659.48,2025-02-13,2025-02-15,Delivered
ORD004755,CUST00011,PROD0138,1,3519.99,2025-11-15,2025-11-25,Delivered
ORD004081,CUST00534,PROD0131,1,6853.95,2025-12-13,2025-12-17,Delivered
ORD001901,CUST00270,PROD0116,3,8033.73,2025-06-16,,Shipped
ORD004085,CUST00376,PROD0063,2,869.54,2025-09-06,,Shipped
ORD003891,CUST00544,PROD0087,1,13732.01,2026-07-10,,Cancelled
ORD002620,CUST00143,PROD0128,1,3825.7,2025-04-26,2025-05-07,Delivered
ORD002999,CUST00145,PROD0062,4,25032.52,2025-05-26,,Cancelled
ORD001314,CUST00626,PROD0116,4,8033.73,2025-05-17,2025-05-21,Delivered
ORD001225,CUST00038,PROD0144,1,4806.1,2026-01-30,2026-02-08,Delivered
ORD004153,CUST00738,PROD0024,5,1123.83,2025-11-30,,Cancelled
ORD000982,CUST00588,PROD0035,2,4733.42,2026-05-14,2026-05-22,Delivered
ORD001160,CUST00565,PROD0094,3,1211.97,2025-04-02,2025-04-14,Delivered
ORD003848,CUST00052,PROD0121,5,751.76,2026-02-14,,Processing
ORD003755,CUST00097,PROD0011,5,1483.6,2025-03-24,2025-03-30,Delivered
ORD002730,CUST00198,PROD0031,5,2204.46,2026-04-14,2026-04-18,Delivered
ORD001638,CUST00105,PROD0138,4,3519.99,2025-05-18,2025-05-23,Delivered
ORD003506,CUST00643,PROD0009,1,390.58,2026-02-03,2026-02-09,Delivered
ORD000712,CUST00415,PROD0095,3,6063.96,2025-01-22,2025-02-03,Delivered
ORD003598,CUST00752,PROD0083,4,385.32,2026-07-15,,Cancelled
ORD001939,CUST00352,PROD0028,5,302.64,2026-07-03,2026-07-05,Delivered
ORD002399,CUST00035,PROD0042,2,915.41,2026-02-22,2026-02-26,Delivered
ORD000805,CUST00660,PROD0051,3,1399.76,2025-03-28,,Processing
ORD004586,CUST00150,PROD0079,5,2916.61,2025-02-05,2025-02-14,Delivered
ORD001095,CUST00296,PROD0034,3,2546.45,2025-02-16,2025-02-28,Delivered
ORD002345,CUST00507,PROD0036,3,559.64,2026-04-18,,Delivered
ORD004177,CUST00372,PROD0069,5,58378.98,2025-07-22,,Processing
ORD004070,CUST00477,PROD0003,1,14338.6,2026-04-13,,Processing
ORD003306,CUST00689,PROD0123,4,21424.68,2025-04-01,,Shipped
ORD003994,CUST00196,PROD0144,2,4806.1,2026-01-03,,Cancelled
ORD002637,CUST00657,PROD0130,2,314.99,2025-07-24,,Delivered
ORD001861,CUST00073,PROD0043,4,2444.21,2026-05-07,,Shipped
ORD003514,CUST00260,PROD0107,4,328.16,2025-05-02,2025-05-14,Delivered
ORD003679,CUST00037,PROD0039,4,5112.85,2025-01-10,2025-01-13,Delivered
ORD003489,CUST00247,PROD0118,4,828.66,2025-07-21,2025-07-27,Delivered
ORD004016,CUST00182,PROD0142,1,1821.04,2026-06-17,,Cancelled
ORD005012,CUST00575,PROD0106,3,3327.3,2025-12-14,2025-12-21,Delivered
ORD003411,CUST00409,PROD0113,4,974.15,2026-04-03,2026-04-06,Delivered
ORD003466,CUST00719,PROD0025,1,4203.28,2025-10-24,2025-10-31,Delivered
ORD001728,CUST00307,PROD0128,3,3825.7,2025-02-26,2025-03-02,Delivered
ORD001715,CUST00664,PROD0146,5,9127.13,2026-01-19,2026-01-23,Delivered
ORD005753,CUST00054,PROD0025,3,4203.28,2026-07-24,2026-07-27,Delivered
ORD004921,CUST00223,PROD0051,2,1399.76,2025-01-22,2025-01-26,Delivered
ORD000856,CUST00224,PROD0057,2,1462.31,2026-05-21,2026-05-26,Delivered
ORD003025,CUST00495,PROD0017,2,4701.06,2025-01-25,,Shipped
ORD003538,CUST00574,PROD0003,4,14338.6,2025-01-24,2025-01-29,Delivered
ORD001827,CUST00433,PROD0099,2,14295.1,2025-11-26,,Returned
ORD001429,CUST00343,PROD0128,4,3825.7,2026-01-17,2026-01-25,Delivered
ORD004920,CUST00200,PROD0053,1,379.38,2025-05-14,,Cancelled
ORD004342,CUST00144,PROD0046,3,51.86,2025-05-24,2025-06-04,Delivered
ORD005927,CUST00415,PROD0037,3,1155.64,2025-11-30,,Returned
ORD002536,CUST00236,PROD0119,5,2603.43,2026-07-18,,Processing
ORD001505,CUST00193,PROD0059,2,685.94,2026-05-27,2026-05-31,Delivered
ORD003882,CUST00132,PROD0084,2,317.91,2025-11-27,2025-12-05,Delivered
ORD000450,CUST00089,PROD0007,2,40685.29,2026-04-10,2026-04-18,Delivered
ORD002312,CUST00749,PROD0014,5,1289.47,2025-07-12,2025-07-13,Delivered
ORD003012,CUST00332,PROD0031,5,2204.46,2025-07-22,,Processing
ORD005211,CUST00490,PROD0150,2,2716.88,2025-02-24,,Processing
ORD002132,CUST00735,PROD0061,4,1083.6,2025-06-02,2025-06-08,Delivered
ORD004735,CUST00628,PROD0062,1,25032.52,2026-06-08,,Cancelled
ORD002948,CUST00459,PROD0104,1,1042.65,2025-01-24,2025-01-31,Delivered
ORD000389,CUST00105,PROD0095,1,6063.96,2025-09-30,2025-10-12,Delivered
ORD005939,CUST00795,PROD0124,2,2908.87,2025-11-21,,Cancelled
ORD002003,CUST00402,PROD0043,3,2444.21,2025-06-13,,Processing
ORD005251,CUST00702,PROD0035,4,4733.42,2026-06-17,,Cancelled
ORD002297,CUST00074,PROD0131,4,6853.95,2026-01-27,2026-02-08,Delivered
ORD005169,CUST00357,PROD0022,4,459.17,2026-01-22,,Returned
ORD004071,CUST00682,PROD0112,3,1969.23,2026-07-29,,Cancelled
ORD000641,CUST00345,PROD0047,1,26286.3,2025-06-21,,Processing
ORD003135,CUST00106,PROD0106,1,3327.3,2025-01-13,,Shipped
ORD003979,CUST00450,PROD0048,1,56173.09,2025-12-06,2025-12-18,Delivered
ORD000564,CUST00267,PROD0079,1,2916.61,2026-04-13,2026-04-23,Delivered
ORD001805,CUST00746,PROD0089,2,16755.29,2026-06-28,,Shipped
ORD002102,CUST00370,PROD0043,1,2444.21,2026-05-17,,Cancelled
ORD002214,CUST00350,PROD0120,5,418.7,2025-03-23,2025-03-27,Delivered
ORD000112,CUST00796,PROD0082,2,503.97,2026-07-30,,Processing
ORD000673,CUST00305,PROD0076,4,32834.68,2026-05-18,,Shipped
ORD001432,CUST00636,PROD0126,5,8384.51,2025-09-13,2025-09-20,Delivered
ORD004512,CUST00342,PROD0149,2,5764.99,2026-03-02,,Processing
ORD002136,CUST00064,PROD0091,1,1751.39,2026-06-23,2026-06-25,Delivered
ORD005950,CUST00648,PROD0094,3,1211.97,2026-07-26,2026-07-29,Delivered
ORD003666,CUST00140,PROD0030,1,429.82,2026-05-29,2026-06-04,Delivered
ORD003767,CUST00012,PROD0010,3,11743.74,2026-05-30,2026-06-10,Delivered
ORD000786,CUST00575,PROD0124,2,2908.87,2025-06-27,2025-07-07,Delivered
ORD002146,CUST00468,PROD0048,4,56173.09,2025-08-23,,Processing
ORD000694,CUST00111,PROD0077,4,2052.65,2026-07-07,2026-07-14,Delivered
ORD002772,CUST00392,PROD0063,5,869.54,2025-08-29,2025-09-04,Delivered
ORD001785,CUST00170,PROD0050,5,3898.39,2025-10-14,2025-10-22,Delivered
ORD003105,CUST00029,PROD0082,1,503.97,2025-10-05,2025-10-07,Delivered
ORD001583,CUST00414,PROD0105,5,32176.55,2025-10-05,2025-10-11,Delivered
ORD004862,CUST00723,PROD0005,3,560.65,2025-04-02,,Returned
ORD001220,CUST00138,PROD0131,3,6853.95,2026-02-24,,Processing
ORD002320,CUST00519,PROD0131,2,6853.95,2025-02-28,2025-03-01,Delivered
ORD004610,CUST00043,PROD0087,3,13732.01,2025-12-31,2026-01-04,Delivered
ORD002691,CUST00419,PROD0090,2,955.06,2025-10-21,,Cancelled
ORD001317,CUST00324,PROD0002,3,2472.29,2026-02-22,2026-02-28,Delivered
ORD000256,CUST00336,PROD0101,5,782.0,2025-10-30,2025-11-04,Delivered
ORD005652,CUST00229,PROD0137,4,1360.59,2025-09-04,,Processing
ORD001173,CUST00119,PROD0122,2,993.76,2025-02-25,2025-03-08,Delivered
ORD004086,CUST00329,PROD0025,1,4203.28,2025-07-09,2025-07-18,Delivered
ORD001507,CUST00174,PROD0124,1,2908.87,2025-09-25,2025-09-28,Delivered
ORD000623,CUST00328,PROD0006,1,812.36,2026-07-06,2026-07-15,Delivered
ORD002100,CUST00412,PROD0116,2,8033.73,2025-04-06,2025-04-16,Delivered
ORD000801,CUST00317,PROD0010,2,11743.74,2025-03-01,,Shipped
ORD005348,CUST00269,PROD0047,2,26286.3,2025-02-06,,Cancelled
ORD005060,CUST00027,PROD0141,3,22625.81,2025-08-10,2025-08-16,Delivered
ORD001406,CUST00429,PROD0136,2,18573.07,2025-11-04,,Shipped
ORD002417,CUST00640,PROD0084,3,317.91,2025-02-27,,Returned
ORD001978,CUST00479,PROD0119,2,2603.43,2026-03-02,2026-03-05,Delivered
ORD003866,CUST00195,PROD0131,2,6853.95,2026-01-30,2026-01-31,Delivered
ORD005277,CUST00698,PROD0142,3,1821.04,2025-11-28,,Shipped
ORD004583,CUST00204,PROD0140,4,899.29,2025-03-31,,Returned
ORD003107,CUST00099,PROD0119,2,2603.43,2025-09-25,2025-10-01,Delivered
ORD000834,CUST00292,PROD0023,2,11903.15,2025-11-11,2025-11-12,Delivered
ORD005192,CUST00703,PROD0080,5,4686.49,2026-03-14,,Returned
ORD001122,CUST00055,PROD0022,1,459.17,2025-06-04,,Cancelled
ORD002871,CUST00282,PROD0026,5,4912.92,2025-05-06,,Shipped
ORD003906,CUST00391,PROD0135,4,7336.91,2026-05-02,2026-05-09,Delivered
ORD000512,CUST00509,PROD0098,4,648.17,2026-01-26,2026-02-06,Delivered
ORD000892,CUST00692,PROD0095,3,6063.96,2025-06-25,,Cancelled
ORD001089,CUST00073,PROD0031,1,2204.46,2025-07-15,,Returned
ORD005780,CUST00491,PROD0053,4,379.38,2026-07-09,2026-07-10,Delivered
ORD005135,CUST00677,PROD0061,1,1083.6,2025-03-24,2025-04-04,Delivered
ORD005239,CUST00300,PROD0107,3,328.16,2025-12-11,,Processing
ORD003738,CUST00518,PROD0121,1,751.76,2026-06-05,,Shipped
ORD004588,CUST00055,PROD0041,2,543.32,2025-04-30,2025-05-11,Delivered
ORD001662,CUST00287,PROD0050,2,3898.39,2025-12-25,2025-12-30,Delivered
ORD000466,CUST00612,PROD0074,4,2124.57,2025-11-21,,Processing
ORD002074,CUST00404,PROD0001,2,2002.86,2025-04-24,,Cancelled
ORD002736,CUST00171,PROD0042,1,915.41,2026-01-05,2026-01-08,Delivered
ORD004454,CUST00187,PROD0041,5,543.32,2025-01-27,2025-02-03,Delivered
ORD000482,CUST00263,PROD0129,2,17176.36,2025-07-14,,Returned
